City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
,,,,,,,,,
Tbilisi,Tbilisi,Georgia,,41.7,44.83,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
Prince George,British Columbia,Canada,V2L,53.91,-122.73,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Chiyoda,Tokyo,Japan,100-0001,35.69,139.75,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Berlin,Land Berlin,Germany,14195,52.46,13.28,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Moscow,Russia,101194,55.73,37.65,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Seattle,Washington,United States,98108,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
McLean,Virginia,United States,22102,38.92,-77.22,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
Washington,District of Columbia,United States,56972,38.89,-77.04,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indianapolis,Indiana,United States,46204,39.77,-86.16,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Ann Arbor,Michigan,United States,48108,42.21,-83.74,America/Detroit,Merit Network Inc.,Merit Network Inc,
Minato-ku,Tokyo,Japan,104-0045,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,Seoul,South Korea,136792,37.59,127.01,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Colombo,Western Province,Sri Lanka,500,6.88,79.86,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Dearborn,Michigan,United States,48121,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Northampton,Pennsylvania,United States,18067,40.7,-75.48,America/New_York,RCN,RCN Corporation,AS6079 RCN
Cleveland,Ohio,United States,44192,41.5,-81.69,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Shenzhen,Guangdong,China,518000,22.54,114.06,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
Coulsdon,England,United Kingdom,CR5 1DA,51.3,-0.15,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Mooresville,Indiana,United States,46158,39.59,-86.37,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Chiyoda,Tokyo,Japan,100-8111,35.69,139.77,Asia/Tokyo,JAPAN,Japan163,
Beijing,Beijing,China,,39.9,116.41,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
Fremont,California,United States,94536,37.56,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Atlanta,Georgia,United States,30303,33.76,-84.39,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Sierra Vista,Arizona,United States,85613,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Karachi,Sindh,Pakistan,12311,24.93,67.09,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,,
,,,,,,,,,
Beijing,Beijing,China,,39.9,116.41,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
Amsterdam,North Holland,Netherlands,1047,52.37,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Ashburn,Virginia,United States,20147,39.01,-77.47,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
San Francisco,California,United States,94142,37.78,-122.42,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Pisa,Tuscany,Italy,56127,43.71,10.41,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
Citrus Heights,California,United States,95610,38.7,-121.27,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,New Taipei,Taiwan,,24.95,121.59,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,New York,United States,10123,40.71,-74.01,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Ashburn,Virginia,United States,20147,39.01,-77.47,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,Dubai,United Arab Emirates,,25.26,55.29,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Dokki,Giza,Egypt,,30.03,31.21,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Yogyakarta,Indonesia,,-7.8,110.36,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Kuvandyk,Orenburg Oblast,Russia,462241,51.48,57.36,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangzhou,Guangdong,China,,23.12,113.25,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Dublin,Leinster,Ireland,D24,53.29,-6.42,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Seattle,Washington,United States,98108,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Redmond,Washington,United States,98052,47.67,-122.13,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Lębork,Pomerania,Poland,84-300,54.54,17.74,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
Grimsby,England,United Kingdom,DN32,53.56,-0.08,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Yongsan-dong,Seoul,South Korea,4371,37.54,126.97,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Ashburn,Virginia,United States,20149,39.04,-77.49,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,,
Durban,KwaZulu-Natal,South Africa,4094,-29.91,30.94,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Xiaolou,Guangdong,China,,23.38,113.76,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Portland,Oregon,United States,97207,45.52,-122.68,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Tsing Yi,Kwai Tsing,Hong Kong,,22.35,114.11,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
Jersey City,New Jersey,United States,7302,40.72,-74.05,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
Mooresville,North Carolina,United States,28117,35.54,-80.85,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4X,45.5,-73.57,America/Toronto,IBM,IBM,
Zielona Góra,Lubusz,Poland,65-305,51.94,15.51,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,New York,United States,10110,40.75,-73.98,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Denver,Colorado,United States,80294,39.75,-104.98,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
Amsterdam,North Holland,The Netherlands,1012,52.37,4.9,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Ankara,Türkiye,6090,39.97,32.86,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,,
,,,,,,,,,
Orlando,Florida,United States,32816,28.6,-81.2,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
Kolkata,West Bengal,India,700075,22.52,88.38,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,,
Chicago,Illinois,United States,60666,41.88,-87.63,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Châteaubriant,Pays de la Loire,France,44110,47.72,-1.38,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Lachute,Quebec,Canada,J8H,45.65,-74.33,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Sierra Vista,Arizona,United States,85613,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Akron,Ohio,United States,44316,41.06,-81.48,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Chicago,Illinois,United States,60666,41.88,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Boston,Massachusetts,United States,2124,42.29,-71.07,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo,Oslo County,Norway,354,59.9,10.73,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Richmond,Kentucky,United States,40475,37.75,-84.3,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shibuya,Tokyo,Japan,150-8307,35.66,139.7,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Guro-gu,Seoul,South Korea,83,37.48,126.9,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indianapolis,Indiana,United States,46285,39.76,-86.15,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
White Cloud,Michigan,United States,49349,43.54,-85.75,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,,
Haidian,Beijing,China,,39.98,116.3,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Windham Center,Maine,United States,4062,43.8,-70.42,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Las Vegas,Nevada,United States,,36.17,-115.14,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,,
Seattle,Washington,United States,98109,47.62,-122.34,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Nanjing,Jiangsu,China,,32.06,118.76,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Troy,Michigan,United States,48084,42.56,-83.18,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Akron,Ohio,United States,44321,41.1,-81.64,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Macon,Georgia,United States,31210,32.89,-83.74,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Ashburn,Virginia,United States,20149,39.04,-77.49,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Sierra Vista,Arizona,United States,85613,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,,
Palo Alto,California,United States,94304,37.41,-122.15,America/Los_Angeles,HP Inc.,HP Inc,
La Rochelle,Nouvelle-Aquitaine,France,17000,46.17,-1.15,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Gangbuk-gu,Seoul,South Korea,10,37.64,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Alcamo,Sicily,Italy,91011,37.98,12.97,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
Los Angeles,California,United States,90060,34.05,-118.24,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.24,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Dothan,Alabama,United States,36301,31.22,-85.39,America/Chicago,Sprint,Alanet,AS1239 Sprint
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tsing Yi,Kwai Tsing,Hong Kong,,22.35,114.11,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Lithonia,Georgia,United States,30058,33.73,-84.1,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,,
Gryfow Slaski,Lower Silesia,Poland,59-620,51.03,15.41,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Fairfax,Virginia,United States,22030,38.85,-77.33,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo,Cairo Governorate,Egypt,,30.06,31.23,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
Charlotte,North Carolina,United States,28262,35.32,-80.76,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
Palo Alto,California,United States,94304,37.41,-122.15,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Durham,North Carolina,United States,27709,35.9,-78.86,America/New_York,IBM,IBM,
Seoul,Seoul,South Korea,4524,37.58,126.98,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,,
Plainfield,New Jersey,United States,7060,40.61,-74.42,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Dearborn,Michigan,United States,48121,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Carlisle,England,United Kingdom,CA2,54.87,-2.95,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,,
Paris,Île-de-France,France,75000,48.86,2.35,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
St. Petersburg,Florida,United States,33714,27.82,-82.68,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Seongnam-si,Gyeonggi-do,South Korea,13606,37.36,127.12,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Raleigh,North Carolina,United States,27668,35.84,-78.61,America/New_York,United States Postal Service.,United States Postal Service,
Jinrongjie,Beijing,China,,39.92,116.36,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
Sacramento,California,United States,95841,38.66,-121.34,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,,
Ski,Akershus,Norway,1406,59.72,10.81,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,Chongqing,China,,29.57,106.56,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
Chicago,Illinois,United States,60605,41.87,-87.63,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
Pleiku,Gia Lai Province,Vietnam,,13.98,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
,,,,,,,,,
New Taipei,New Taipei,Taiwan,,24.95,121.59,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Vítkov,Moravskoslezsky kraj,Czechia,749 01,49.77,17.75,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
,,,,,,,,,
Moscow,Moscow,Russia,144700,55.77,37.62,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
Beijing,Beijing,China,100000,39.9,116.41,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Dalian,Liaoning,China,,38.94,121.62,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Mazieres-de-Touraine,Centre-Val de Loire,France,37130,47.37,0.48,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
,,,,,,,,,
Monroe,Louisiana,United States,71203,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Haidian,Beijing,China,,39.9,116.33,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation
Palo Alto,California,United States,94304,37.41,-122.15,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Moscow,Moscow,Russia,144700,55.76,37.62,Europe/Moscow,VLANT,,
Cupertino,California,United States,95014,37.32,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Mexico City,Mexico City,Mexico,5120,19.39,-99.26,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Taldom,Moscow Oblast,Russia,141900,56.73,37.53,Europe/Moscow,Okno-TV LLC,Okno-TV Ltd.,AS61396 Okno-TV LLC
Taipei,Taiwan,Taiwan,,25.04,121.53,Asia/Taipei,Chung Hwa Zi An International Co,"Chung Hwa Zi An International Co., Limited",
Chicago,Illinois,United States,60602,41.89,-87.63,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
New York,New York,United States,10123,40.71,-74.01,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,,
Madrid,Madrid,Spain,28085,40.42,-3.69,Europe/Madrid,ITL LLC,"SIA ""Singularity Telecom""",AS59729 ITL LLC
Cincinnati,Ohio,United States,45201,39.1,-84.51,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company
Singapore,North West,Singapore,858877,1.35,103.82,Asia/Singapore,Asia Pacific Network Information Center,"Asia Pacific Network Information Center, Pty. Ltd",
Ewirgol,Xinjiang,China,,42.52,87.54,Asia/Urumqi,China Telecom,Chinanet XJ,AS140553 CHINATELECOM XINJIANG province Shengji 5G network
Dexter,New York,United States,13634,44.01,-76.07,America/New_York,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc
,,,,,,,,,
Detroit,Michigan,United States,48265,42.33,-83.04,America/Detroit,General Motors LLC,General Motors LLC,
Palermo,Sicily,Italy,90146,38.13,13.33,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
São Paulo,São Paulo,Brazil,68515,-23.53,-46.64,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda
Shenyang,Liaoning,China,,41.81,123.43,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Birmingham,Alabama,United States,35209,33.48,-86.79,America/Chicago,AT&T Corp.,Charter Comms - BHM,AS6389 AT&T Corp.
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4X,45.5,-73.57,America/Toronto,Microsoft Corporation,Microsoft Corporation,
Durban,KwaZulu-Natal,South Africa,3630,-29.91,30.94,Africa/Johannesburg,Telkom SA Ltd,Telkom Internet Broadband 105,AS37457 Telkom SA Ltd.
Vilnius,Vilnius,Lithuania,8126,54.7,25.26,Europe/Vilnius,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB"
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Newark,New Jersey,United States,7102,40.74,-74.17,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Longueuil,Quebec,Canada,J4K,45.52,-73.5,America/Toronto,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada
Detroit,Michigan,United States,48202,42.36,-83.07,America/Detroit,Merit Network Inc.,Wayne State University,AS237 Merit Network Inc.
Steinbach,Manitoba,Canada,R5G,49.53,-96.69,America/Winnipeg,Bell Canada,Bell Canada,AS7122 Bell Canada
Regina,Saskatchewan,Canada,S4V,50.43,-104.53,America/Regina,University of Regina,University of Regina,AS26206 University of Regina
Chiyoda,Tokyo,Japan,100-0001,35.69,139.75,Asia/Tokyo,Anpple Tech Enterprise,,AS133847 Anpple Tech Enterprise
Kansas City,Missouri,United States,64117,39.15,-94.55,America/Chicago,Cerner Corporation,Cerner Corporation,
São Paulo,São Paulo,Brazil,1000,-23.63,-46.64,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Minato-ku,Tokyo,Japan,104-0045,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.
,,,,,,,,,
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Chiyoda,Tokyo,Japan,100-8111,35.69,139.77,Asia/Tokyo,"Information Systems Department, Japan Aerospace Exploration Agency",,"AS3488 Information Systems Department, Japan Aerospace Exploration Agency"
Hefei,Anhui,China,,31.86,117.27,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Yekaterinburg,Sverdlovsk Oblast,Russia,620000,56.84,60.64,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding""",CJSC Ural WES,"AS5563 JSC ""ER-Telecom Holding"""
Raleigh,North Carolina,United States,27668,35.84,-78.61,America/New_York,United States Postal Service.,United States Postal Service,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Sierra Vista,Arizona,United States,85613,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Warsaw,Mazovia,Poland,00-543,52.22,21.03,Europe/Warsaw,Orange Polska Spolka Akcyjna,Telekomunikacja Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
St Louis,Missouri,United States,63101,38.73,-90.28,America/Chicago,Emerson Electric Co.,Emerson Electric Co,
Chicago,Illinois,United States,60606,41.88,-87.64,America/Chicago,The Boeing Company,The Boeing Company,
Southend-on-Sea,England,United Kingdom,SS0,51.55,0.7,Europe/London,Virgin Media Business,Virgin Media Limited,AS5089 Virgin Media Limited
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Microsoft,Microsoft Limited,AS8075 Microsoft Corporation
Sierra Vista,Arizona,United States,85613,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,,
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,Xerox Corporation,Xerox Corporation,AS26662 XEROX CORPORATION
Haidian,Beijing,China,,39.9,116.33,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
Newark,New Jersey,United States,7102,40.74,-74.17,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
,,,,,,,,,
,,,,,,,,,
Chicago,Illinois,United States,60661,41.88,-87.64,America/Chicago,"Inteliquent, inc.","Inteliquent, inc","AS5006 Inteliquent, inc."
Rio de Janeiro,Rio de Janeiro,Brazil,24000,-22.92,-43.08,America/Sao_Paulo,V tal,Telemar Norte Leste S.A.,AS7738 V tal
Fort Worth,Texas,United States,76102,32.76,-97.33,America/Chicago,T-Mobile USA,Sprint Fort Worth POP,
,,,,,,,,,
Brasília,Federal District,Brazil,71570,-15.78,-47.78,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
Rho,Lombardy,Italy,20017,45.52,9.09,Europe/Rome,H3G,Wind TRE S.P.A,
