City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,IP_Masked
Tokyo,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,Kddi Corporation,Other,AS2516 KDDI CORPORATION,106.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,3.xxx.xxx.xxx
Texas,Texas,United States,75035,33.1371,-96.7488,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",70.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,13480-000,-22.5838,-47.4098,America/Sao_Paulo,Network Telecomunicacoes S.A.,Other,AS28667 NETWORK TELECOMUNICACOES S.A.,189.xxx.xxx.xxx
Arizona,Arizona,United States,85034,33.4168,-112.0268,America/Phoenix,Input Output Flood LLC,Other,AS53755 Input Output Flood LLC,107.xxx.xxx.xxx
Texas,Texas,United States,78681,30.5089,-97.6796,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",104.xxx.xxx.xxx
Cairo Governorate,Cairo Governorate,Egypt,,30.0723,31.2282,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil),45.xxx.xxx.xxx
Sichuan,Sichuan,China,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE,171.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business,97.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,22.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,144.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,205.xxx.xxx.xxx
Maharashtra,Maharashtra,India,400037,19.0748,72.8856,Asia/Kolkata,Tata Communications Limited,Other,AS4755 TATA Communications formerly VSNL is Leading ISP,115.xxx.xxx.xxx
Ontario,Ontario,Canada,M5A,43.6447,-79.3841,America/Toronto,Google LLC,Other,AS19527 Google LLC,34.xxx.xxx.xxx
Tamil Nadu,Tamil Nadu,India,600001,13.0827,80.2707,Asia/Kolkata,Tata Communications Limited,Other,AS4755 TATA Communications formerly VSNL is Leading ISP,203.xxx.xxx.xxx
Lazio,Lazio,Italy,187,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,80.xxx.xxx.xxx
Gauteng,Gauteng,South Africa,2032,-26.1506,27.9321,Africa/Johannesburg,MTN SA,Other,AS12091 MTN SA,105.xxx.xxx.xxx
Central Singapore,Central Singapore,Singapore,,1.28181,103.85,Asia/Singapore,Cargill Asia Pacific Holdings Pte Ltd,Other,,157.xxx.xxx.xxx
Alberta,Alberta,Canada,T6M,53.4593,-113.6546,America/Edmonton,University of Alberta,Other,AS3359 University of Alberta,142.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center,214.xxx.xxx.xxx
Anhui,Anhui,China,,31.851,117.151,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE,220.xxx.xxx.xxx
Tokyo,Tokyo,Japan,206-0042,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc.",Other,"AS2514 NTT PC Communications, Inc.",128.xxx.xxx.xxx
California,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,,16.xxx.xxx.xxx
Virginia,Virginia,United States,20190,38.9586,-77.357,America/New_York,OVH SAS,Other,AS16276 OVH SAS,135.xxx.xxx.xxx
Lagos,Lagos,Nigeria,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,,105.xxx.xxx.xxx
Colorado,Colorado,United States,80221,39.8334,-105.004,America/Denver,Lockheed Martin Corporation,Other,,158.xxx.xxx.xxx
New Jersey,New Jersey,United States,8810,40.3864,-74.5111,America/New_York,Verizon Business,Other,AS701 Verizon Business,108.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,28.xxx.xxx.xxx
Lagos,Lagos,Nigeria,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,,105.xxx.xxx.xxx
Guangdong,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,59.xxx.xxx.xxx
Florida,Florida,United States,32746,28.7444,-81.3599,America/New_York,AT&T Global Network Services,Other,,32.xxx.xxx.xxx
Massachusetts,Massachusetts,United States,2421,42.4378,-71.2239,America/New_York,Verizon Business,Other,AS22394 Verizon Business,174.xxx.xxx.xxx
Missouri,Missouri,United States,65613,37.6112,-93.414,America/Chicago,Windstream Communications LLC,Other,AS7029 Windstream Communications LLC,173.xxx.xxx.xxx
Massachusetts,Massachusetts,United States,2139,42.3649,-71.0987,America/New_York,Massachusetts Institute of Technology,Other,AS3 Massachusetts Institute of Technology,18.xxx.xxx.xxx
Utah,Utah,United States,84043,40.3942,-111.8483,America/Denver,"Comcast Cable Communications, LLC",Other,"AS33660 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
Arkansas,Arkansas,United States,72255,34.7448,-92.2883,America/Chicago,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",108.xxx.xxx.xxx
California,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,,16.xxx.xxx.xxx
Shaanxi,Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE,1.xxx.xxx.xxx
Arkansas,Arkansas,United States,72212,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,,76.xxx.xxx.xxx
Beijing,Beijing,China,,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,,175.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"Level 3 Communications, Inc.",Other,"AS3549 Level 3 Parent, LLC",35.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Bloomberg Financial Market,Other,,69.xxx.xxx.xxx
New South Wales,New South Wales,Australia,2060,-33.8369,151.206,Australia/Sydney,VODAFONE,Other,,115.xxx.xxx.xxx
Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),114.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,33.xxx.xxx.xxx
Ōsaka,Ōsaka,Japan,531-0071,34.7146,135.4892,Asia/Tokyo,JCOM,Other,"AS9617 JCOM Co., Ltd.",180.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation,48.xxx.xxx.xxx
California,California,United States,93933,36.6841,-121.7886,America/Los_Angeles,California State University,Other,"AS2152 California State University, Office of the Chancellor",205.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation,101.xxx.xxx.xxx
Colorado,Colorado,United States,80294,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC",96.xxx.xxx.xxx
California,California,United States,94085,37.3867,-122.038,America/Los_Angeles,HCL AMERICA INC,Other,AS36224 HCL AMERICA INC,192.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,18.xxx.xxx.xxx
Veneto,Veneto,Italy,30125,45.4408,12.3155,Europe/Rome,INTERBUSINESS,Other,AS3269 Telecom Italia S.p.A.,79.xxx.xxx.xxx
Missouri,Missouri,United States,,39.0997,-94.5785,America/Chicago,Google LLC,Other,AS396982 Google LLC,34.xxx.xxx.xxx
Seoul,Seoul,South Korea,60,37.5245,127.0354,Asia/Seoul,SK Broadband Co Ltd,Other,AS9318 SK Broadband Co Ltd,175.xxx.xxx.xxx
Nouvelle-Aquitaine,Nouvelle-Aquitaine,France,16000,45.6484,0.156237,Europe/Paris,Celeste SAS,Other,AS20926 CELESTE SAS,84.xxx.xxx.xxx
Virginia,Virginia,United States,24557,36.9677,-79.3377,America/New_York,Wilkes Communications,Other,"AS22191 Wilkes Communications, Inc.",130.xxx.xxx.xxx
Incheon,Incheon,South Korea,227,37.508,126.665,Asia/Seoul,Korea Telecom,Other,AS4766 Korea Telecom,210.xxx.xxx.xxx
New Jersey,New Jersey,United States,7974,40.6848,-74.4024,America/New_York,Nokia of America Corporation,Other,AS7345 Nokia of America Corporation,135.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,26.xxx.xxx.xxx
North Holland,North Holland,The Netherlands,1131,52.4984,5.0677,Europe/Amsterdam,KPN B.V.,Other,AS1136 KPN B.V.,37.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,215.xxx.xxx.xxx
Louisiana,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",8.xxx.xxx.xxx
Tokyo,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,,156.xxx.xxx.xxx
North West,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Other,"AS45102 Alibaba (US) Technology Co., Ltd.",47.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation,172.xxx.xxx.xxx
Florida,Florida,United States,33132,25.7759,-80.1931,America/New_York,colo4jax,Other,,162.xxx.xxx.xxx
British Columbia,British Columbia,Canada,V2L,53.9128,-122.734,America/Vancouver,ABC Allen Business Communications Ltd,Other,AS62969 ABC Allen Business Communications Ltd,172.xxx.xxx.xxx
Tokyo,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Expereo International BV,Other,AS15695 Expereo International BV,170.xxx.xxx.xxx
Land Berlin,Land Berlin,Germany,14195,52.4552,13.2807,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Other,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,160.xxx.xxx.xxx
Washington,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,129.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,11.xxx.xxx.xxx
Virginia,Virginia,United States,22102,38.9195,-77.2197,America/New_York,GTT Communications Inc.,Other,AS3257 GTT Communications Inc.,74.xxx.xxx.xxx
District of Columbia,District of Columbia,United States,56972,38.894,-77.0365,America/New_York,Cogent Communications,Other,AS174 Cogent Communications,38.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation,57.xxx.xxx.xxx
Indiana,Indiana,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",,135.xxx.xxx.xxx
Michigan,Michigan,United States,48108,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,,35.xxx.xxx.xxx
Tokyo,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.,219.xxx.xxx.xxx
Seoul,Seoul,South Korea,136792,37.5884,127.006,Asia/Seoul,Korean Education Network,Other,AS3786 LG DACOM Corporation,223.xxx.xxx.xxx
Michigan,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
Pennsylvania,Pennsylvania,United States,18067,40.6986,-75.4834,America/New_York,RCN,Other,AS6079 RCN,216.xxx.xxx.xxx
Ohio,Ohio,United States,44192,41.4993,-81.6944,America/New_York,Cogent Communications,Other,AS174 Cogent Communications,216.xxx.xxx.xxx
Guangdong,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,Other,"AS9808 China Mobile Communications Group Co., Ltd.",117.xxx.xxx.xxx
England,England,United Kingdom,CR5 1DA,51.305,-0.145585,Europe/London,EDRCNET,Other,,137.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,28.xxx.xxx.xxx
Indiana,Indiana,United States,46158,39.5906,-86.3668,America/Indiana/Indianapolis,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",162.xxx.xxx.xxx
Tokyo,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,JAPAN,Other,,163.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Other,AS4847 China Networks Inter-Exchange,211.xxx.xxx.xxx
California,California,United States,94536,37.5625,-122.0004,America/Los_Angeles,"Akamai Technologies, Inc.",Other,AS63949 Akamai Connected Cloud,45.xxx.xxx.xxx
Georgia,Georgia,United States,30303,33.7555,-84.3915,America/New_York,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",107.xxx.xxx.xxx
Hesse,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Deutsche Telekom AG,Other,AS3320 Deutsche Telekom AG,87.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,148.xxx.xxx.xxx
Arizona,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,,8.xxx.xxx.xxx
North Holland,North Holland,Netherlands,1047,52.3667,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation,20.xxx.xxx.xxx
Virginia,Virginia,United States,20147,39.011,-77.4711,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business,75.xxx.xxx.xxx
California,California,United States,94142,37.7809,-122.4245,America/Los_Angeles,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",12.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center,164.xxx.xxx.xxx
Hesse,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc.",18.xxx.xxx.xxx
California,California,United States,95610,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC",Other,"AS33667 Comcast Cable Communications, LLC",67.xxx.xxx.xxx
New Taipei,New Taipei,Taiwan,,24.9466,121.586,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Other,AS1659 Taiwan Academic Network (TANet) Information Center,140.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc.",32.xxx.xxx.xxx
Virginia,Virginia,United States,20147,39.011,-77.4711,America/New_York,Verizon Online LLC,Other,,108.xxx.xxx.xxx
Dubai,Dubai,United Arab Emirates,,25.264,55.2887,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Other,,62.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,28.xxx.xxx.xxx
Guangdong,Guangdong,China,,23.1181,113.2539,Asia/Shanghai,Chinanet,Other,AS4134 CHINANET-BACKBONE,111.xxx.xxx.xxx
Leinster,Leinster,Ireland,D24,53.2906,-6.41999,Europe/Dublin,Orange Business Communications Technology Limited,Other,,57.xxx.xxx.xxx
Washington,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,129.xxx.xxx.xxx
Washington,Washington,United States,98052,47.6722,-122.1257,America/Los_Angeles,Atlas Networks Corporation,Other,AS21743 Atlas Networks Corporation,104.xxx.xxx.xxx
England,England,United Kingdom,DN32,53.5621,-0.0808,Europe/London,Virgin Media Limited,Other,AS5089 Virgin Media Limited,86.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,18.xxx.xxx.xxx
Seoul,Seoul,South Korea,4371,37.536,126.971,Asia/Seoul,LG POWERCOMM,Other,AS17858 LG POWERCOMM,182.xxx.xxx.xxx
Virginia,Virginia,United States,20149,39.0438,-77.4874,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc.",34.xxx.xxx.xxx
Guangdong,Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,,101.xxx.xxx.xxx
Oregon,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",35.xxx.xxx.xxx
Kwai Tsing,Kwai Tsing,Hong Kong,,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited,223.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Oracle Svenska AB,Other,AS43894 Oracle Svenska AB,129.xxx.xxx.xxx
New Jersey,New Jersey,United States,7302,40.7182,-74.0476,America/New_York,"Comcast Cable Communications, LLC",Other,"AS33659 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
North Carolina,North Carolina,United States,28117,35.5418,-80.8539,America/New_York,Lowe's Companies,Other,,168.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center,214.xxx.xxx.xxx
Quebec,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,,9.xxx.xxx.xxx
New York,New York,United States,10110,40.7537,-73.9809,America/New_York,Windstream Communications LLC,Other,AS7029 Windstream Communications LLC,209.xxx.xxx.xxx
Colorado,Colorado,United States,80294,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC",Other,"AS7922 Comcast Cable Communications, LLC",184.xxx.xxx.xxx
North Holland,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,Verizon Nederland B.V,Other,AS702 Verizon Business,212.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,26.xxx.xxx.xxx
Florida,Florida,United States,32816,28.6005,-81.1976,America/New_York,University of Central Florida,Other,AS7939 University of Central Florida,132.xxx.xxx.xxx
West Bengal,West Bengal,India,700075,22.518,88.3832,Asia/Kolkata,Hathway IP over Cable Internet Access,Other,,203.xxx.xxx.xxx
Illinois,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,AT&T Mobility LLC,Other,AS46164 AT&T Mobility LLC,107.xxx.xxx.xxx
Quebec,Quebec,Canada,J8H,45.6506,-74.3257,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,96.xxx.xxx.xxx
Arizona,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,55.xxx.xxx.xxx
Michigan,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
Ohio,Ohio,United States,44316,41.0592,-81.477,America/New_York,The Goodyear Tire & Rubber Company,Other,,167.xxx.xxx.xxx
Illinois,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc.",100.xxx.xxx.xxx
Massachusetts,Massachusetts,United States,2124,42.2904,-71.0712,America/New_York,"Comcast Cable Communications, LLC",Other,"AS22258 Comcast Cable Communications, LLC",174.xxx.xxx.xxx
Kentucky,Kentucky,United States,40475,37.7548,-84.2985,America/New_York,Eastern Kentucky University,Other,AS13327 Eastern Kentucky University,157.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,33.xxx.xxx.xxx
Tokyo,Tokyo,Japan,150-8307,35.6564,139.699,Asia/Tokyo,GMO-BRS,Other,,36.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,35.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,26.xxx.xxx.xxx
Seoul,Seoul,South Korea,83,37.4784,126.8982,Asia/Seoul,SK Broadband Co Ltd,Other,AS9318 SK Broadband Co Ltd,222.xxx.xxx.xxx
Indiana,Indiana,United States,46285,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company,40.xxx.xxx.xxx
Michigan,Michigan,United States,49349,43.5413,-85.7546,America/Detroit,Great Lakes Energy Connections Inc.,Other,AS398143 Great Lakes Energy Connections Inc.,135.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation,57.xxx.xxx.xxx
Beijing,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",,43.xxx.xxx.xxx
Nevada,Nevada,United States,,36.1699,-115.1398,America/Los_Angeles,Google LLC,Other,AS15169 Google LLC,35.xxx.xxx.xxx
Washington,Washington,United States,98109,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,,35.xxx.xxx.xxx
Jiangsu,Jiangsu,China,,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,222.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,22.xxx.xxx.xxx
Michigan,Michigan,United States,48084,42.5583,-83.1805,America/Detroit,"Comcast Cable Communications, LLC",Other,"AS33668 Comcast Cable Communications, LLC",24.xxx.xxx.xxx
Ohio,Ohio,United States,44321,41.098,-81.6422,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc,76.xxx.xxx.xxx
Georgia,Georgia,United States,31210,32.8936,-83.743,America/New_York,Georgia Technology Authority,Other,AS2897 Georgia Technology Authority,167.xxx.xxx.xxx
Virginia,Virginia,United States,20149,39.0438,-77.4874,America/New_York,Hewlett Packard Enterprise Company,Other,,16.xxx.xxx.xxx
Arizona,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
California,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,,15.xxx.xxx.xxx
Nouvelle-Aquitaine,Nouvelle-Aquitaine,France,17000,46.1697,-1.1516,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Other,AS15557 Societe Francaise Du Radiotelephone - SFR SA,84.xxx.xxx.xxx
Seoul,Seoul,South Korea,10,37.6445,127.0037,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,115.xxx.xxx.xxx
California,California,United States,90060,34.0544,-118.2441,America/Los_Angeles,The Capital Group Companies,Other,,148.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center,134.xxx.xxx.xxx
Alabama,Alabama,United States,36301,31.2232,-85.3905,America/Chicago,Sprint,Other,AS1239 Sprint,208.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,30.xxx.xxx.xxx
Kwai Tsing,Kwai Tsing,Hong Kong,,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited,118.xxx.xxx.xxx
Georgia,Georgia,United States,30058,33.7344,-84.0986,America/New_York,Board of Regents of the University System of Georgia,Other,AS3479 Board of Regents of the University System of Georgia,168.xxx.xxx.xxx
Virginia,Virginia,United States,22030,38.8476,-77.3281,America/New_York,George Mason University,Other,AS11279 George Mason University,129.xxx.xxx.xxx
Cairo Governorate,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS,41.xxx.xxx.xxx
North Carolina,North Carolina,United States,28262,35.319,-80.7576,America/New_York,CenturyLink Communications,Other,"AS3561 CenturyLink Communications, LLC",209.xxx.xxx.xxx
California,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,,15.xxx.xxx.xxx
North Carolina,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,,9.xxx.xxx.xxx
Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,SK Broadband Co Ltd,Other,AS9318 SK Broadband Co Ltd,221.xxx.xxx.xxx
New Jersey,New Jersey,United States,7060,40.6129,-74.416,America/New_York,Verizon Business,Other,AS701 Verizon Business,70.xxx.xxx.xxx
Michigan,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
Île-de-France,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,GLAXOSMITHKLINE,Other,,145.xxx.xxx.xxx
Florida,Florida,United States,33714,27.8154,-82.6815,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",70.xxx.xxx.xxx
Gyeonggi-do,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,49.xxx.xxx.xxx
North Carolina,North Carolina,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,,56.xxx.xxx.xxx
Beijing,Beijing,China,,39.9204,116.358,Asia/Shanghai,China Unicom CHINA169 Network,Other,,116.xxx.xxx.xxx
