City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,IP Address
Madrid,Madrid,Spain,28045,40.3863,-3.6829,Europe/Madrid,Uni2 1,,AS12479 Orange Espagne SA,80.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,55.xxx.xxx.xxx
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,,101.xxx.xxx.xxx
Brasília,Federal District,Brazil,70640,-15.7792,-47.9341,America/Sao_Paulo,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,200.xxx.xxx.xxx
,,,,,,,,,,249.xxx.xxx.xxx
Newark,New Jersey,United States,7175,40.7357,-74.1724,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business,174.xxx.xxx.xxx
Moscow,Moscow,Russia,,55.6445,37.5411,Europe/Moscow,Telecom Service LLC,FORCELINE,AS51343 Telecom Service LLC,178.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Etelnet,"Beijing Etelphone Technology CO., LTD",,119.xxx.xxx.xxx
Toronto,Ontario,Canada,M1X,43.8307,-79.21,America/Toronto,NSI (Holdings) Limited,Together Networks Limited,AS196962 NSI (Holdings) Limited,193.xxx.xxx.xxx
Ashburn,Virginia,United States,20147,39.0519,-77.4523,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation,20.xxx.xxx.xxx
Villiers-Saint-Fréderic,Île-de-France,France,78640,48.8194,1.89156,Europe/Paris,RENAULT,Renault,,138.xxx.xxx.xxx
,,,,,,,,,,243.xxx.xxx.xxx
Nuremberg,Bavaria,Germany,90475,49.405,11.1617,Europe/Berlin,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH,173.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,CSF-CABLELINE,Kyushu Tele Communications Company,,27.xxx.xxx.xxx
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc.",162.xxx.xxx.xxx
Reseda,California,United States,91335,34.1979,-118.5371,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",67.xxx.xxx.xxx
Martlesham,England,United Kingdom,IP5,52.0588,1.2782,Europe/London,BTnet,,AS2856 British Telecommunications PLC,31.xxx.xxx.xxx
,,,,,,,,,,233.xxx.xxx.xxx
Boydton,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation,20.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,25.xxx.xxx.xxx
,,,,,,,,,,230.xxx.xxx.xxx
,,,,,,,,,,239.xxx.xxx.xxx
Radcliffe on Trent,England,United Kingdom,NG12,52.9526,-1.01242,Europe/London,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited,193.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,30.xxx.xxx.xxx
Komone,Tokyo,Japan,173-0031,35.7458,139.6911,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Brasov,Brașov County,Romania,500482,45.6524,25.6109,Europe/Bucharest,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS,79.xxx.xxx.xxx
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",4.xxx.xxx.xxx
Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
Baltimore,Maryland,United States,21202,39.303,-76.6062,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc.",99.xxx.xxx.xxx
,,,,,,,,,,251.xxx.xxx.xxx
Huntsville,Texas,United States,77341,30.7159,-95.5548,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University,158.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,21.xxx.xxx.xxx
Brazlândia,Federal District,Brazil,72700,-15.6716,-48.2064,America/Sao_Paulo,V tal,V tal,AS8167 V tal,179.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,21.xxx.xxx.xxx
,,,,,,,,,,234.xxx.xxx.xxx
Orlando,Florida,United States,32837,28.3939,-81.4216,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",35.xxx.xxx.xxx
,,,,,,,,,,244.xxx.xxx.xxx
Bhopal,Madhya Pradesh,India,464993,23.2599,77.4126,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,,115.xxx.xxx.xxx
,,,,,,,,,,250.xxx.xxx.xxx
Hangzhou,Zhejiang,China,,30.2742,120.155,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC,123.xxx.xxx.xxx
,,,,,,,,,,245.xxx.xxx.xxx
Ashburn,Virginia,United States,20147,39.0519,-77.4523,America/New_York,Amazon.com,DXC US Latin America Corporation,,15.xxx.xxx.xxx
Waco,Texas,United States,76706,31.5154,-97.1219,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco,161.xxx.xxx.xxx
Heilbronn,Baden-Wurttemberg,Germany,74072,49.1408,9.2149,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,84.xxx.xxx.xxx
,,,,,,,,,,238.xxx.xxx.xxx
Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",39.xxx.xxx.xxx
Petaling Jaya,Selangor,Malaysia,46050,3.0921,101.649,Asia/Kuala_Lumpur,P1NETWORKS,,,42.xxx.xxx.xxx
,,,,,,,,,,234.xxx.xxx.xxx
Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited,121.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange,117.xxx.xxx.xxx
Des Plaines,Illinois,United States,60016,42.0487,-87.8905,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business,174.xxx.xxx.xxx
Sant Cugat del Vallès,Catalonia,Spain,8190,41.4706,2.08611,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.,83.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business,62.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Serco Solutions Limited,Serco Group PLC,,85.xxx.xxx.xxx
Eschborn,Hesse,Germany,65760,50.1333,8.57607,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH,47.xxx.xxx.xxx
Madrid,Madrid,Spain,28050,40.5167,-3.66479,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,176.xxx.xxx.xxx
Atlanta,Georgia,United States,30301,33.7485,-84.3871,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud,170.xxx.xxx.xxx
Durham,North Carolina,United States,27709,35.905,-78.8566,America/New_York,IBM,IBM,,9.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center,129.xxx.xxx.xxx
Epping,New Hampshire,United States,3042,43.042,-71.0755,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,,57.xxx.xxx.xxx
,,,,,,,,,,232.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon.com,"Amazon.com, Inc.",,199.xxx.xxx.xxx
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",34.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5431,114.058,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited,203.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,,138.xxx.xxx.xxx
Kyiv,Kyiv City,Ukraine,3113,50.458,30.5303,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC,213.xxx.xxx.xxx
Luçon,Pays de la Loire,France,85400,46.4623,-1.1556,Europe/Paris,Orange,,AS3215 Orange S.A.,90.xxx.xxx.xxx
Irwin,Pennsylvania,United States,15642,40.3177,-79.7223,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
,,,,,,,,,,255.xxx.xxx.xxx
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",18.xxx.xxx.xxx
Springfield,Missouri,United States,65807,37.168,-93.3039,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",108.xxx.xxx.xxx
Jakarta,Jakarta,Indonesia,,-6.23865,106.824,Asia/Jakarta,PT Media Andalan Nusa,Groovy,AS138841 PT Media Andalan Nusa,202.xxx.xxx.xxx
Borsov nad Vltavou,Jihocesky kraj,Czechia,373 82,48.9263,14.4374,Europe/Prague,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.,93.xxx.xxx.xxx
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,Orange S.A,France Telecom Orange,AS3215 Orange S.A.,109.xxx.xxx.xxx
,,,,,,,,,,239.xxx.xxx.xxx
Melbourne,Victoria,Australia,3142,-37.8391,145.0197,Australia/Melbourne,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza",103.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,30.xxx.xxx.xxx
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,TVCCONV,France Telecom services,,92.xxx.xxx.xxx
,,,,,,,,,,253.xxx.xxx.xxx
Barcelona,Catalonia,Spain,8020,41.4287,2.2164,Europe/Madrid,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.,31.xxx.xxx.xxx
Forquilhinha,Santa Catarina,Brazil,88850,-28.7888,-49.4635,America/Sao_Paulo,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas,177.xxx.xxx.xxx
Cairo,Cairo Governorate,Egypt,,30.0444,31.2357,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR,105.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,RCC-C,USAISC,AS367 DoD Network Information Center,160.xxx.xxx.xxx
San Francisco,California,United States,94109,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation,104.xxx.xxx.xxx
Nowa Sol,Lubusz,Poland,67-100,51.8034,15.7171,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna,83.xxx.xxx.xxx
Tsukagoshi,Kanagawa,Japan,231-0851,35.4429,139.6604,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Feltham,England,United Kingdom,TW13,51.4305,-0.427685,Europe/London,BP International Ltd,BP International Ltd,,149.xxx.xxx.xxx
Houston,Texas,United States,77002,29.7646,-95.3657,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",108.xxx.xxx.xxx
Sejong,Sejong-si,South Korea,300,36.5916,127.2916,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,106.xxx.xxx.xxx
Niederbipp,Bern,Switzerland,4704,47.2701,7.7004,Europe/Zurich,Quickline AG,,AS15600 Quickline AG,185.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,131.xxx.xxx.xxx
Shanghai,Shanghai,China,,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),222.xxx.xxx.xxx
Brampton,Ontario,Canada,L6T,43.7037,-79.7163,America/Toronto,Rogers Wireless Inc.,Rogers Wireless Inc.,,69.xxx.xxx.xxx
Suzhou,Jiangsu,China,215000,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation,223.xxx.xxx.xxx
Amstelveen,North Holland,The Netherlands,1181,52.3003,4.86889,Europe/Amsterdam,Sociale Verzekeringsbank,,,145.xxx.xxx.xxx
Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
,,,,,,,,,,230.xxx.xxx.xxx
,,,,,,,,,,241.xxx.xxx.xxx
Urbana,Ohio,United States,43078,40.1067,-83.7621,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc,74.xxx.xxx.xxx
Okazawacho,Kanagawa,Japan,240-0062,35.4691,139.5945,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",133.xxx.xxx.xxx
Stockholm,Stockholm County,Sweden,100 04,59.3293,18.0686,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB,81.xxx.xxx.xxx
Biloxi,Mississippi,United States,39532,30.5095,-88.9735,America/Chicago,AT&T Corp.,AT&T Corp,AS6389 AT&T Corp.,68.xxx.xxx.xxx
Canberra,Australian Capital Territory,Australia,2601,-35.2809,149.13,Australia/Sydney,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group,203.xxx.xxx.xxx
Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.,145.xxx.xxx.xxx
Chengdu,Sichuan,China,,30.6498,104.0555,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE,125.xxx.xxx.xxx
,,,,,,,,,,249.xxx.xxx.xxx
Fredericton,New Brunswick,Canada,E3B,45.8122,-66.6784,America/Moncton,Bell Canada,Bell Aliant / FibreOp,AS855 Bell Canada,142.xxx.xxx.xxx
Anyang-si,Gyeonggi-do,South Korea,14088,37.3884,126.936,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,106.xxx.xxx.xxx
Boydton,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation,40.xxx.xxx.xxx
Riyadh,Riyadh Region,Saudi Arabia,9848,24.6869,46.7224,Asia/Riyadh,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC,94.xxx.xxx.xxx
Namyangju,Gyeonggi-do,South Korea,120,37.7486,127.1888,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,168.xxx.xxx.xxx
Bremen,Bremen,Germany,28195,53.0832,8.78828,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,80.xxx.xxx.xxx
,,,,,,,,,,237.xxx.xxx.xxx
,,,,,,,,,,235.xxx.xxx.xxx
Haymarket,Virginia,United States,20169,38.8672,-77.6488,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business,141.xxx.xxx.xxx
Guadalajara,Jalisco,Mexico,44900,20.6366,-103.4355,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V.",177.xxx.xxx.xxx
,,,,,,,,,,241.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,21.xxx.xxx.xxx
,,,,,,,,,,231.xxx.xxx.xxx
San Jose,California,United States,95141,37.3382,-121.886,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.,172.xxx.xxx.xxx
Magna,Utah,United States,84044,40.6979,-112.0865,America/Denver,Verizon Business,Verizon Business,AS22394 Verizon Business,174.xxx.xxx.xxx
Toronto,Ontario,Canada,M5A,43.6532,-79.3832,America/Toronto,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.xxx.xxx.xxx
Seattle,Washington,United States,98160,47.6034,-122.3414,America/Los_Angeles,EdgeCast Networks,"EdgeCast Networks, Inc",,117.xxx.xxx.xxx
Melbourne,Florida,United States,32901,28.0908,-80.6385,America/New_York,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc.",141.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,HYIC,,AS4538 China Education and Research Network Center,210.xxx.xxx.xxx
Eisenach,Thuringia,Germany,99817,50.9831,10.3168,Europe/Berlin,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH,62.xxx.xxx.xxx
Overland Park,Kansas,United States,66212,38.9507,-94.6824,America/Chicago,Charter Communications,Spectrum,AS11427 Charter Communications Inc,65.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A,191.xxx.xxx.xxx
Memphis,Tennessee,United States,38103,35.1431,-90.0492,America/Chicago,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis",128.xxx.xxx.xxx
Huntsville,Alabama,United States,35801,34.7315,-86.5654,America/Chicago,WideOpenWest Finance LLC,WideOpenWest Finance LLC,AS12083 WideOpenWest Finance LLC,143.xxx.xxx.xxx
,,,,,,,,,,252.xxx.xxx.xxx
,,,,,,,,,,244.xxx.xxx.xxx
New York,New York,United States,10041,40.7033,-74.0089,America/New_York,Depository Trust & Clearing Corporation,Depository Trust & Clearing Corporation,,167.xxx.xxx.xxx
Rahway,New Jersey,United States,7065,40.6123,-74.267,America/New_York,Merck and Co,"Merck and Co., Inc",,54.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,18.xxx.xxx.xxx
Porto Alegre,Rio Grande do Sul,Brazil,90000,-30.1169,-51.2658,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,179.xxx.xxx.xxx
Sterling,Virginia,United States,20163,39.01,-77.43,America/New_York,Groupe LWS SARL,Groupe LWS SARL,,202.xxx.xxx.xxx
Amsterdam,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.,185.xxx.xxx.xxx
Santa Clara,California,United States,95052,37.3862,-121.964,America/Los_Angeles,Intel Corporation,Intel Corporation,,143.xxx.xxx.xxx
Amsterdam,North Holland,Netherlands,1098,52.352,4.9392,Europe/Amsterdam,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation,193.xxx.xxx.xxx
Citrus Heights,California,United States,95610,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC",67.xxx.xxx.xxx
Paris,Île-de-France,France,75001,48.8323,2.4075,Europe/Paris,CHIYODA,Chiyoda Corporation,,146.xxx.xxx.xxx
Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",,43.xxx.xxx.xxx
Detroit,Michigan,United States,48265,42.3296,-83.0395,America/Detroit,General Motors LLC,General Motors LLC,,143.xxx.xxx.xxx
,,,,,,,,,,243.xxx.xxx.xxx
Cascavel,Paraná,Brazil,,-24.9651,-53.4528,America/Sao_Paulo,Rpnet Informatica Ltda - ME,Rpnet Informatica Ltda - ME,AS266105 RPNET INFORMATICA LTDA - ME,45.xxx.xxx.xxx
,,,,,,,,,,244.xxx.xxx.xxx
Springfield,Illinois,United States,62702,39.8026,-89.6558,America/Chicago,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network,64.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Alibaba Cloud,Aliyun Computing Co.,,43.xxx.xxx.xxx
Hialeah,Florida,United States,33015,25.9381,-80.3146,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC,72.xxx.xxx.xxx
Norfolk,Virginia,United States,23501,36.9151,-76.1866,America/New_York,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center,137.xxx.xxx.xxx
New York,New York,United States,10011,40.7597,-73.981,America/New_York,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC",216.xxx.xxx.xxx
,,,,,,,,,,127.xxx.xxx.xxx
,,,,,,,,,,127.xxx.xxx.xxx
,,,,,,,,,,241.xxx.xxx.xxx
Delhi,National Capital Territory of Delhi,India,110092,28.6397,77.2859,Asia/Kolkata,TATA Communications Internet Services Ltd,PTIL,AS17820 DIRECT INTERNET LTD.,61.xxx.xxx.xxx
Collierville,Tennessee,United States,38017,35.042,-89.6645,America/Chicago,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation,170.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,SoftLayer,SoftLayer Technologies Inc.,,161.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business,204.xxx.xxx.xxx
Sydney,New South Wales,Australia,1001,-33.8688,151.209,Australia/Sydney,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd,1.xxx.xxx.xxx
Schaumburg,Illinois,United States,60196,42.0665,-88.056,America/Chicago,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc.",144.xxx.xxx.xxx
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,,132.xxx.xxx.xxx
Greven,North Rhine-Westphalia,Germany,48268,52.0944,7.62917,Europe/Berlin,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications,185.xxx.xxx.xxx
