City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,IP Address
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,14.xxx.xxx.xxx
Honolulu,Hawaii,United States,96805,21.3069,-157.858,Pacific/Honolulu,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center,205.xxx.xxx.xxx
Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS,196.xxx.xxx.xxx
,,,,,,,,,,10.xxx.xxx.xxx
,,,,,,,,,,250.xxx.xxx.xxx
Edwardsville,Illinois,United States,62025,38.812,-89.9627,America/Chicago,Charter Communications,Spectrum,AS20115 Charter Communications,97.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
Mexico City,Mexico City,Mexico,13440,19.5081,-99.1295,America/Mexico_City,Centro de Investigacion y de Estudios Avanzados de,Centro de Investigacion y de Estudios Avanzados de,,148.xxx.xxx.xxx
,,,,,,,,,,231.xxx.xxx.xxx
,,,,,,,,,,226.xxx.xxx.xxx
Montgomery,Alabama,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS56 DoD Network Information Center,131.xxx.xxx.xxx
Bupyeong-gu,Incheon,South Korea,213,37.5087,126.7219,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,125.xxx.xxx.xxx
Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5304,-7.64447,Africa/Casablanca,MEDITELECOM,MEDITELECOM,AS36925 MEDITELECOM,196.xxx.xxx.xxx
Hong Kong,Central and Western District,Hong Kong,,22.3193,114.1693,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC,35.xxx.xxx.xxx
Tokyo,Tokyo,Japan,151-0071,35.6837,139.6805,Asia/Tokyo,USEN-BFL,UCOM Corp.,AS17506 ARTERIA Networks Corporation,221.xxx.xxx.xxx
Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,,9.xxx.xxx.xxx
Fiães,Aveiro,Portugal,4505-222,40.9914,-8.5166,Europe/Lisbon,PT Comunicacoes S.A,PT Comunicacoes S.A.,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2.xxx.xxx.xxx
San Francisco,California,United States,94105,37.7898,-122.397,America/Los_Angeles,"Salesforce.com, Inc.","Salesforce.com, Inc.","AS14340 Salesforce.com, Inc.",13.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,7.xxx.xxx.xxx
Esbjerg,South Denmark,Denmark,6705,55.4882,8.5037,Europe/Copenhagen,TDC Holding A/S,TDC A/S,AS3292 TDC Holding A/S,93.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,AISIN,"Aisin Seiki Co., Ltd.",,160.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,01000-000,-23.5505,-46.6333,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc.",54.xxx.xxx.xxx
Saint John,New Brunswick,Canada,E2J,45.2579,-65.9462,America/Moncton,Rogers Communications Canada Inc.,Rogers Communications Canada Inc,AS812 Rogers Communications Canada Inc.,174.xxx.xxx.xxx
Sherwood Park,Alberta,Canada,T8B,53.5121,-113.332,America/Edmonton,Elk Island Public Schools Regional Division #14,Elk Island Public Schools Regional Division,AS54605 The Board of Trustees of Elk Island Public Schools,142.xxx.xxx.xxx
Burnaby,British Columbia,Canada,V5G,49.2472,-122.9921,America/Vancouver,British Columbia Institute of Technology,British Columbia Institute of Technology,AS4476 British Columbia Institute of Technology,142.xxx.xxx.xxx
Kawaguchi,Saitama,Japan,332-0015,35.8045,139.717,Asia/Tokyo,ASJ INC.,ASJ Inc.,AS55388 ASJ INC.,27.xxx.xxx.xxx
Porto,Porto,Portugal,4000-007,41.1691,-8.6793,Europe/Lisbon,NOS COMUNICACOES S.A,"NOS COMUNICACOES, S.A","AS1897 NOS COMUNICACOES, S.A.",194.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,25.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business,208.xxx.xxx.xxx
Pretoria,Gauteng,South Africa,81,-25.7599,28.2604,Africa/Johannesburg,Cell C (Pty) Ltd,CELLC Corporate,AS37168 Cell C (Pty) Ltd,41.xxx.xxx.xxx
Shenzhen,Guangdong,China,,22.5554,114.107,Asia/Shanghai,ASIASTAR,Asiastar,,124.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
,,,,,,,,,,254.xxx.xxx.xxx
London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,,137.xxx.xxx.xxx
Seeb,Muscat,Oman,,23.6673,58.1912,Asia/Muscat,Nawras ISP (Oman),Nawras (Oman),AS50010 Omani Qatari Telecommunication Company SAOC,37.xxx.xxx.xxx
,,,,,,,,,,252.xxx.xxx.xxx
Gangneung,Gangwon-do,South Korea,256,37.7451,128.8774,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom,222.xxx.xxx.xxx
,,,,,,,,,,253.xxx.xxx.xxx
Haeundae-gu,Busan,South Korea,480,35.1797,129.1362,Asia/Seoul,Dong-A Universirty,Donganet,AS9753 Dong-A Universirty,168.xxx.xxx.xxx
,,,,,,,,,,234.xxx.xxx.xxx
Nanjing,Jiangsu,China,,32.0589,118.7738,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,117.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,169.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,NET-JP-ERX,Jpnic NET JP ERX,,133.xxx.xxx.xxx
Rzeszów,Subcarpathia,Poland,35-001,50.0366,22.0142,Europe/Warsaw,Skyware Sp. z o.o.,Skyware Sp. z o.o,AS42673 Skyware Sp. z o.o.,91.xxx.xxx.xxx
Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
Abensberg,Bavaria,Germany,93326,48.8177,11.8528,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,217.xxx.xxx.xxx
,,,,,,,,,,236.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,28.xxx.xxx.xxx
Bratislava,Bratislava Region,Slovakia,841 03,48.1951,17.0461,Europe/Bratislava,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,Slovak Academy of Sciences,AS2607 Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,147.xxx.xxx.xxx
Sydney,New South Wales,Australia,1001,-33.8684,151.207,Australia/Sydney,"AT&T Global Network Services, LLC",Manhattan Associates Inc,AS2687 AT&T Corp.,202.xxx.xxx.xxx
,,,,,,,,,,252.xxx.xxx.xxx
Fano,The Marches,Italy,61032,43.8397,13.0125,Europe/Rome,INTERBUSINESS,NAS DHCP Pool Nola,AS3269 Telecom Italia S.p.A.,79.xxx.xxx.xxx
Oak Brook,Illinois,United States,60523,41.8495,-87.9473,America/Chicago,Treehouse Foods,"Treehouse Foods, Inc",,170.xxx.xxx.xxx
Naju-si,Jeollanam-do,South Korea,,35.0161,126.711,Asia/Seoul,NHNCLOUD,Nhncloud,AS45974 NHNCLOUD,180.xxx.xxx.xxx
Sao Cristovao,Rio de Janeiro,Brazil,,-22.9027,-43.2194,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A,191.xxx.xxx.xxx
,,,,,,,,,,228.xxx.xxx.xxx
Rio de Janeiro,Rio de Janeiro,Brazil,,-22.9072,-43.1883,America/Sao_Paulo,Claro S/A,Claro S/A,AS22085 Claro S/A,177.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
Salem,Oregon,United States,97302,44.9036,-123.0461,America/Los_Angeles,"Comcast Cable Communications, LLC",Comcast Cable Communications,"AS33490 Comcast Cable Communications, LLC",24.xxx.xxx.xxx
Orlando,Florida,United States,32806,28.5156,-81.3574,America/New_York,"Omnispring, LLC",1.org.omnispring.com,"AS32083 Omnispring, LLC",208.xxx.xxx.xxx
Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,,9.xxx.xxx.xxx
,,,,,,,,,,233.xxx.xxx.xxx
Auckland,Auckland,New Zealand,1010,-36.8691,174.776,Pacific/Auckland,FX VoIP Network,CallPlus Services Limited,AS9790 Two Degrees Networks Limited,161.xxx.xxx.xxx
Milton,Massachusetts,United States,2186,42.2518,-71.0805,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS7015 Comcast Cable Communications, LLC",76.xxx.xxx.xxx
Bucheon-si,Gyeonggi-do,South Korea,146,37.4988,126.7824,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS,125.xxx.xxx.xxx
Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",8.xxx.xxx.xxx
Norfolk,Virginia,United States,23501,36.9151,-76.1866,America/New_York,DoD Network Information Center,Navy Network Information Center,AS721 DoD Network Information Center,205.xxx.xxx.xxx
Redmond,Washington,United States,98052,47.6733,-122.129,America/Los_Angeles,"NTT America, Inc.","NTT America, Inc","AS2914 NTT America, Inc.",206.xxx.xxx.xxx
Bogotá,Bogota D.C.,Colombia,111311,4.64228,-74.0622,America/Bogota,ETB - Colombia,ETB - Colombia,AS19429 ETB - Colombia,201.xxx.xxx.xxx
Chicago,Illinois,United States,60611,41.8937,-87.621,America/Chicago,Northwestern Memorial Hospital,Northwestern Memorial Hospital,AS19247 Northwestern Memorial Hospital,165.xxx.xxx.xxx
Los Angeles,California,United States,90060,34.0544,-118.2441,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.,23.xxx.xxx.xxx
Prague,Prague,Czechia,101 00,50.0471,14.4523,Europe/Prague,CVUT-TCZ + VSCHT-TCZ,Ceske vysoke uceni technicke v Praze,AS2852 CESNET z.s.p.o.,147.xxx.xxx.xxx
Clinton,Iowa,United States,52732,41.8742,-90.183,America/Chicago,Sprint,CIS Internet Services,AS1239 Sprint,204.xxx.xxx.xxx
,,,,,,,,,,240.xxx.xxx.xxx
Hanoi,Hanoi,Vietnam,,21.0278,105.834,Asia/Bangkok,VNPT,Vietnam Posts and Telecommunications Group,AS45899 VNPT Corp,14.xxx.xxx.xxx
,,,,,,,,,,254.xxx.xxx.xxx
Antwerp,Flanders,Belgium,2030,51.2192,4.3917,Europe/Brussels,Proximus,Proximus SA,AS5432 Proximus NV,81.xxx.xxx.xxx
,,,,,,,,,,249.xxx.xxx.xxx
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.,221.xxx.xxx.xxx
Dallas,Texas,United States,75270,32.7767,-96.797,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC",74.xxx.xxx.xxx
Montdidier,Hauts-de-France,France,80500,49.6523,2.5724,Europe/Paris,TELOISE,,AS34383 Teloise,89.xxx.xxx.xxx
The Bronx,New York,United States,10460,40.8438,-73.8813,America/New_York,Windstream Communications LLC,Care Advantage,AS7029 Windstream Communications LLC,63.xxx.xxx.xxx
Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",,158.xxx.xxx.xxx
Shinchiba,Chiba,Japan,260-0031,35.6143,140.1062,Asia/Tokyo,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION,114.xxx.xxx.xxx
Dublin,Ohio,United States,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc.",3.xxx.xxx.xxx
,,,,,,,,,,100.xxx.xxx.xxx
Oegstgeest,South Holland,The Netherlands,2342,52.1758,4.4488,Europe/Amsterdam,KPN B.V.,,AS1136 KPN B.V.,84.xxx.xxx.xxx
Downers Grove,Illinois,United States,60515,41.7996,-88.0066,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",107.xxx.xxx.xxx
Higashinakajima,Ōsaka,Japan,533-0031,34.7444,135.5079,Asia/Tokyo,KCC,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd.",61.xxx.xxx.xxx
Ancona,The Marches,Italy,60100,43.6158,13.5189,Europe/Rome,INTERBUSINESS,NAS DHCP Pool ANCONA,AS3269 Telecom Italia S.p.A.,79.xxx.xxx.xxx
Reading,Pennsylvania,United States,19606,40.3368,-75.8744,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7016 Comcast Cable Communications, LLC",98.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center,214.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,XYXDL,"Beijing Xing YuanNew Power Technology Co., Ltd","AS17964 Beijing Dian-Xin-Tong Network Technologies Co., Ltd.",122.xxx.xxx.xxx
Bridgewater,New Jersey,United States,8807,40.5921,-74.6238,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.,67.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,,126.xxx.xxx.xxx
New Kensington,Pennsylvania,United States,15068,40.5662,-79.7078,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
Chiyoda,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,,3.xxx.xxx.xxx
Hyderabad,Telangana,India,500001,17.3724,78.4378,Asia/Kolkata,"VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA",Vainavi Industries Ltd,"AS45582 VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA",103.xxx.xxx.xxx
Danbury,Connecticut,United States,6810,41.3839,-73.5319,America/New_York,Cartus Corporation,Cartus Corporation,,170.xxx.xxx.xxx
Ofakim,Southern District,Israel,,31.3109,34.6275,Asia/Jerusalem,Cellcom-Israel,013 NetVision Ltd,AS1680 Cellcom Fixed Line Communication L.P,176.xxx.xxx.xxx
Seocho-gu,Seoul,South Korea,66,37.4906,127.0168,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,124.xxx.xxx.xxx
Dededo,Dededo,Guam,,13.5097,144.82,Pacific/Guam,"Kuentos Communications, Inc.",Kuentos,"AS3605 Guam Cablevision, LLC.",182.xxx.xxx.xxx
Numazu,Shizuoka,Japan,410-0831,35.0954,138.8589,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,180.xxx.xxx.xxx
St Petersburg,St.-Petersburg,Russia,190000,59.8983,30.2618,Europe/Moscow,SkyNet LLC,SkyNet Networks,AS35807 SkyNet Ltd.,188.xxx.xxx.xxx
,,,,,,,,,,232.xxx.xxx.xxx
Hongkou,Shanghai,China,,31.2809,121.443,Asia/Shanghai,XINDONG,Shanghai Xindong Network Co,,101.xxx.xxx.xxx
New York,New York,United States,10271,40.7085,-74.0106,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,,169.xxx.xxx.xxx
,,,,,,,,,,240.xxx.xxx.xxx
Shanghai,Shanghai,China,200000,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),218.xxx.xxx.xxx
Reston,Virginia,United States,20190,38.9586,-77.357,America/New_York,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AS270 National Aeronautics and Space Administration,128.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,29.xxx.xxx.xxx
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",12.xxx.xxx.xxx
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center,6.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,139.xxx.xxx.xxx
Ottawa,Ontario,Canada,K1N,45.4336,-75.6825,America/Toronto,University of Ottawa,University of Ottawa,AS25826 University of Ottawa,137.xxx.xxx.xxx
Mumbai,Maharashtra,India,400070,19.0748,72.8856,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Ltd.,AS45609 Bharti Airtel Ltd. AS for GPRS Service,223.xxx.xxx.xxx
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,7.xxx.xxx.xxx
Toyosu,Tokyo,Japan,135-8118,35.6531,139.7885,Asia/Tokyo,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION,113.xxx.xxx.xxx
Bangui,Bangui,Central African Republic,,4.3529,18.5584,Africa/Bangui,Orange Centrafrique SA,OCA CUS6,AS37460 Orange Centreafrique,197.xxx.xxx.xxx
Singapore,Central Singapore,Singapore,408942,1.32414,103.893,Asia/Singapore,Starhub Internet Pte Ltd,Starhub Internet Pte Ltd,AS4657 StarHub Ltd,111.xxx.xxx.xxx
Wilson,North Carolina,United States,27893,35.7274,-77.9228,America/New_York,Greenlight,Greenlight,AS18624 Greenlight,173.xxx.xxx.xxx
Bangkok,Bangkok,Thailand,10150,13.6984,100.4638,Asia/Bangkok,TRUEMOVE,,AS132618 Real Future Company Limited,49.xxx.xxx.xxx
Noida,Uttar Pradesh,India,110091,28.6145,77.3063,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP,14.xxx.xxx.xxx
,,,,,,,,,,231.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,,8.xxx.xxx.xxx
Stuttgart,Baden-Wurttemberg,Germany,70327,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG,53.xxx.xxx.xxx
Indianapolis,Indiana,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",,135.xxx.xxx.xxx
Zurich,Zurich,Switzerland,8070,47.3747,8.54388,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,,162.xxx.xxx.xxx
Singapore,Central Singapore,Singapore,,1.28967,103.85,Asia/Singapore,STARHUB-MOBILE,,AS138345 StarHub Ltd,171.xxx.xxx.xxx
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank BB Corp.,AS17676 SoftBank Corp.,218.xxx.xxx.xxx
,,,,,,,,,,239.xxx.xxx.xxx
Boydton,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation,20.xxx.xxx.xxx
Bhubaneswar,Odisha,India,752054,20.2706,85.8334,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service,223.xxx.xxx.xxx
Philadelphia,Pennsylvania,United States,19145,39.9206,-75.1826,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33287 Comcast Cable Communications, LLC",96.xxx.xxx.xxx
Ashburn,Virginia,United States,20149,39.0438,-77.4874,America/New_York,Amazon Technologies Inc.,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc.",3.xxx.xxx.xxx
Hwaseong-si,Gyeonggi-do,South Korea,186,37.2072,126.8168,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM,49.xxx.xxx.xxx
,,,,,,,,,,248.xxx.xxx.xxx
Rennes,Brittany,France,35000,48.11,-1.6744,Europe/Paris,France Telecom,,AS3215 Orange S.A.,83.xxx.xxx.xxx
Cape Town,Western Cape,South Africa,7800,-33.9294,18.4497,Africa/Johannesburg,Webafrica - National Openserve DSL/FTTH,,,102.xxx.xxx.xxx
Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,180.xxx.xxx.xxx
Loretto,Pennsylvania,United States,15940,40.5117,-78.6276,America/New_York,In the Stix Broadband LLC,Meyersdale Area SD,AS396226 In the Stix Broadband LLC,173.xxx.xxx.xxx
Seoul,Seoul,South Korea,4524,37.5794,126.9754,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM,116.xxx.xxx.xxx
Greenwood Village,Colorado,United States,80111,39.6004,-104.891,America/Denver,Spectrum,Charter Communications,,167.xxx.xxx.xxx
Hyderabad,Telangana,India,500025,17.3753,78.4744,Asia/Kolkata,Amazon Technologies Inc,Amazon Technologies Inc. (ap-south-2),,40.xxx.xxx.xxx
Rome,Lazio,Italy,187,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,DATACOM,AS3269 Telecom Italia S.p.A.,81.xxx.xxx.xxx
The Hague,South Holland,The Netherlands,2597,52.0785,4.34011,Europe/Amsterdam,baten-lastendienst Logius,baten-lastendienst Logius,,147.xxx.xxx.xxx
Tollesboro,Kentucky,United States,41189,38.5723,-83.5605,America/New_York,Windstream Communications LLC,Live Oak Alltel dial customers,AS7029 Windstream Communications LLC,166.xxx.xxx.xxx
Cologne,North Rhine-Westphalia,Germany,50676,50.9298,6.9489,Europe/Berlin,DOMAINFACTORY,domainfactory GmbH,AS34011 Host Europe GmbH,176.xxx.xxx.xxx
,,,,,,,,,,251.xxx.xxx.xxx
Newton,Massachusetts,United States,2458,42.354,-71.185,America/New_York,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS7015 Comcast Cable Communications, LLC",66.xxx.xxx.xxx
Yekaterinburg,Sverdlovsk Oblast,Russia,620057,56.8439,60.6524,Asia/Yekaterinburg,UGMK-Telecom network,,AS41560 UGMK-Telecom LLC,89.xxx.xxx.xxx
Lagos,Lagos,Nigeria,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,,105.xxx.xxx.xxx
Bentonville,Arkansas,United States,72712,36.3656,-94.2181,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc.",146.xxx.xxx.xxx
Darwin,Northern Territory,Australia,810,-12.363,130.8782,Australia/Darwin,Northern Territory of Australia,Northern Territory Government,AS132321 NORTHERN TERRITORY OF AUSTRALIA,150.xxx.xxx.xxx
,,,,,,,,,,255.xxx.xxx.xxx
,,,,,,,,,,230.xxx.xxx.xxx
,,,,,,,,,,231.xxx.xxx.xxx
Berck,Hauts-de-France,France,62600,50.3998,1.6062,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,,AS15557 Societe Francaise Du Radiotelephone - SFR SA,78.xxx.xxx.xxx
Baghdad,Baghdad,Iraq,,33.3152,44.366,Asia/Baghdad,"Cloudflare, Inc.",Cloudflare WARP,"AS13335 Cloudflare, Inc.",162.xxx.xxx.xxx
Trnava,Trnava Region,Slovakia,917 01,48.3762,17.5829,Europe/Bratislava,Slovak Telecom AS6855,"Slovak Telekom, a.s.","AS6855 Slovak Telekom, a.s.",178.xxx.xxx.xxx
Loudi,Hunan,China,417000,27.6253,111.857,Asia/Shanghai,Chinanet,Chinanet HN,AS4134 CHINANET-BACKBONE,113.xxx.xxx.xxx
Polička,Pardubicky kraj,Czechia,572 01,49.7145,16.2671,Europe/Prague,PODA a.s.,,AS15425 PODA a.s.,5.xxx.xxx.xxx
Mississauga,Ontario,Canada,L5B,43.5752,-79.6296,America/Toronto,Bell Canada,Sympatico HSE,AS577 Bell Canada,174.xxx.xxx.xxx
Milan,Lombardy,Italy,20143,45.4722,9.1922,Europe/Rome,IP VDF,,AS30722 Vodafone Italia S.p.A.,37.xxx.xxx.xxx
Lewisham,England,United Kingdom,SE15,51.4647,-0.0509,Europe/London,Sky UK Limited,Sky Broadband,AS5607 Sky UK Limited,90.xxx.xxx.xxx
,,,,,,,,,,254.xxx.xxx.xxx
,,,,,,,,,,243.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business,97.xxx.xxx.xxx
Jyväskylä,Central Finland,Finland,40100,62.2388,25.7443,Europe/Helsinki,Online Solutions Hosting Services,Online Solutions Oy,,185.xxx.xxx.xxx
Nizhniy Novgorod,Nizhny Novgorod Oblast,Russia,603005,56.3327,44.0012,Europe/Moscow,MTS PJSC,MTS Nizhniy Novgorod Stream network,AS8580 MTS PJSC,5.xxx.xxx.xxx
London,England,United Kingdom,EC1V 7HP,51.5287,-0.100963,Europe/London,"Level 3 Communications, Inc.",UK Customer Serial Links,"AS3356 Level 3 Parent, LLC",212.xxx.xxx.xxx
San Jose,California,United States,95110,37.3303,-121.894,America/Los_Angeles,Adobe Systems Inc.,Adobe Systems Inc,,216.xxx.xxx.xxx
Bucharest,București,Romania,61422,44.4508,26.0196,Europe/Bucharest,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si C,Politehnica University of Bucharest,AS2614 Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,141.xxx.xxx.xxx
San Francisco,California,United States,94119,37.7749,-122.419,America/Los_Angeles,HostRoyale Technologies Pvt Ltd,HostRoyale LLC,AS203020 HostRoyale Technologies Pvt Ltd,209.xxx.xxx.xxx
Munich,Bavaria,Germany,80939,48.1823,11.5969,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,,83.xxx.xxx.xxx
Hamburg,Free and Hanseatic City of Hamburg,Germany,22309,53.6041,10.046,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,93.xxx.xxx.xxx
Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG,2.xxx.xxx.xxx
,,,,,,,,,,10.xxx.xxx.xxx
