Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
New York,United States,10***,40.7,-74.0,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,
,,,,,,,,
Shanghai,China,20****,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Virginia,United States,20***,39.0,-77.4,America/New_York,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AS270 National Aeronautics and Space Administration
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Illinois,United States,60***,41.9,-87.6,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ontario,Canada,K1*,45.4,-75.7,America/Toronto,University of Ottawa,University of Ottawa,AS25826 University of Ottawa
Maharashtra,India,40****,19.1,72.9,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Ltd.,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tokyo,Japan,13******,35.7,139.8,Asia/Tokyo,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION
Bangui,Central African Republic,,4.4,18.6,Africa/Bangui,Orange Centrafrique SA,OCA CUS6,AS37460 Orange Centreafrique
Central Singapore,Singapore,40****,1.3,103.9,Asia/Singapore,Starhub Internet Pte Ltd,Starhub Internet Pte Ltd,AS4657 StarHub Ltd
North Carolina,United States,27***,35.7,-77.9,America/New_York,Greenlight,Greenlight,AS18624 Greenlight
Bangkok,Thailand,10***,13.7,100.5,Asia/Bangkok,TRUEMOVE,,AS132618 Real Future Company Limited
Uttar Pradesh,India,11****,28.6,77.3,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
,,,,,,,,
Beijing,China,,39.9,116.4,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
Indiana,United States,46***,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Zurich,Switzerland,80**,47.4,8.5,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,
Central Singapore,Singapore,,1.3,103.8,Asia/Singapore,STARHUB-MOBILE,,AS138345 StarHub Ltd
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank BB Corp.,AS17676 SoftBank Corp.
,,,,,,,,
Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
Odisha,India,75****,20.3,85.8,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Pennsylvania,United States,19***,39.9,-75.2,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33287 Comcast Cable Communications, LLC"
Virginia,United States,20***,39.0,-77.5,America/New_York,Amazon Technologies Inc.,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
Gyeonggi-do,South Korea,18*,37.2,126.8,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,
Brittany,France,35***,48.1,-1.7,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Western Cape,South Africa,78**,-33.9,18.4,Africa/Johannesburg,Webafrica - National Openserve DSL/FTTH,,
Beijing,China,,39.9,116.4,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Pennsylvania,United States,15***,40.5,-78.6,America/New_York,In the Stix Broadband LLC,Meyersdale Area SD,AS396226 In the Stix Broadband LLC
Seoul,South Korea,45**,37.6,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Colorado,United States,80***,39.6,-104.9,America/Denver,Spectrum,Charter Communications,
Telangana,India,50****,17.4,78.5,Asia/Kolkata,Amazon Technologies Inc,Amazon Technologies Inc. (ap-south-2),
Lazio,Italy,18*,42.0,12.5,Europe/Rome,Telecom Italia S.p.A,DATACOM,AS3269 Telecom Italia S.p.A.
South Holland,The Netherlands,25**,52.1,4.3,Europe/Amsterdam,baten-lastendienst Logius,baten-lastendienst Logius,
Kentucky,United States,41***,38.6,-83.6,America/New_York,Windstream Communications LLC,Live Oak Alltel dial customers,AS7029 Windstream Communications LLC
North Rhine-Westphalia,Germany,50***,50.9,6.9,Europe/Berlin,DOMAINFACTORY,domainfactory GmbH,AS34011 Host Europe GmbH
,,,,,,,,
Massachusetts,United States,24**,42.4,-71.2,America/New_York,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS7015 Comcast Cable Communications, LLC"
Sverdlovsk Oblast,Russia,62****,56.8,60.7,Asia/Yekaterinburg,UGMK-Telecom network,,AS41560 UGMK-Telecom LLC
Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Arkansas,United States,72***,36.4,-94.2,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc."
Northern Territory,Australia,81*,-12.4,130.9,Australia/Darwin,Northern Territory of Australia,Northern Territory Government,AS132321 NORTHERN TERRITORY OF AUSTRALIA
,,,,,,,,
,,,,,,,,
,,,,,,,,
Hauts-de-France,France,62***,50.4,1.6,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Baghdad,Iraq,,33.3,44.4,Asia/Baghdad,"Cloudflare, Inc.",Cloudflare WARP,"AS13335 Cloudflare, Inc."
Trnava Region,Slovakia,91****,48.4,17.6,Europe/Bratislava,Slovak Telecom AS6855,"Slovak Telekom, a.s.","AS6855 Slovak Telekom, a.s."
Hunan,China,41****,27.6,111.9,Asia/Shanghai,Chinanet,Chinanet HN,AS4134 CHINANET-BACKBONE
Pardubicky kraj,Czechia,57****,49.7,16.3,Europe/Prague,PODA a.s.,,AS15425 PODA a.s.
Ontario,Canada,L5*,43.6,-79.6,America/Toronto,Bell Canada,Sympatico HSE,AS577 Bell Canada
Lombardy,Italy,20***,45.5,9.2,Europe/Rome,IP VDF,,AS30722 Vodafone Italia S.p.A.
England,United Kingdom,SE**,51.5,-0.1,Europe/London,Sky UK Limited,Sky Broadband,AS5607 Sky UK Limited
,,,,,,,,
,,,,,,,,
New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
Central Finland,Finland,40***,62.2,25.7,Europe/Helsinki,Online Solutions Hosting Services,Online Solutions Oy,
Nizhny Novgorod Oblast,Russia,60****,56.3,44.0,Europe/Moscow,MTS PJSC,MTS Nizhniy Novgorod Stream network,AS8580 MTS PJSC
England,United Kingdom,EC******,51.5,-0.1,Europe/London,"Level 3 Communications, Inc.",UK Customer Serial Links,"AS3356 Level 3 Parent, LLC"
California,United States,95***,37.3,-121.9,America/Los_Angeles,Adobe Systems Inc.,Adobe Systems Inc,
București,Romania,61***,44.5,26.0,Europe/Bucharest,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si C,Politehnica University of Bucharest,AS2614 Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare
California,United States,94***,37.8,-122.4,America/Los_Angeles,HostRoyale Technologies Pvt Ltd,HostRoyale LLC,AS203020 HostRoyale Technologies Pvt Ltd
Bavaria,Germany,80***,48.2,11.6,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
Free and Hanseatic City of Hamburg,Germany,22***,53.6,10.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG
,,,,,,,,
New York,United States,10***,40.7,-74.0,America/New_York,Charter Communications,Spectrum,AS10838 Charter Communications Inc
Western Cape,South Africa,74**,-33.9,18.5,Africa/Johannesburg,1 GRID (PTY) LTD,Grid,AS36943 1 GRID (PTY) LTD
Taipei City,Taiwan,,25.1,121.5,Asia/Taipei,Taiwan Star Telecom Corporation,Vibo Telecom Inc.,AS24157 Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.)
Taipei,Taiwan,,24.9,121.3,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Massachusetts,United States,24**,42.3,-71.2,America/New_York,"AT&T Services, Inc.","Parametric Technology Corp, MA","AS7018 AT&T Services, Inc."
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Indiana,United States,46***,39.8,-86.2,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Karnataka,India,56****,13.0,77.6,Asia/Kolkata,BSNL Internet,Quadgen WiFi Project C/O Addl GM P3 Bangalore,AS9829 National Internet Backbone
Free and Hanseatic City of Hamburg,Germany,22***,53.6,10.0,Europe/Berlin,freenet Datenkommunikations GmbH,freenet Datenkommunikations GmbH,AS5430 freenet Datenkommunikations GmbH
Auckland,New Zealand,10**,-36.8,174.8,Pacific/Auckland,One New Zealand Group Limited,Vfnz SVC,AS9500 One New Zealand Group Limited
England,United Kingdom,BN*****,50.8,-0.1,Europe/London,MISTRAL-ADSL,ADSL: Acorn Legal Limited,
Zhejiang,China,,29.1,119.8,Asia/Shanghai,Chinanet,Chinanet ZJ,AS4134 CHINANET-BACKBONE
Quebec,Canada,J6*,45.3,-73.9,America/Toronto,TELUS Communications Inc,TELUS Communications Inc,
Beijing,China,,40.0,116.3,Asia/Shanghai,China Networks Inter-Exchange,"Beijing Founder Broadband Network Technology Co., Ltd",AS4847 China Networks Inter-Exchange
New Jersey,United States,70**,40.8,-74.1,America/New_York,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc."
,,,,,,,,
California,United States,95***,37.3,-121.9,America/Los_Angeles,"Zoom Video Communications, Inc","Zoom Video Communications, Inc","AS30103 Zoom Video Communications, Inc"
Kyiv Oblast,Ukraine,81**,50.4,30.4,Europe/Kyiv,Maximum-Net LLC,Maximum-Net LLC,AS43139 Maximum-Net LLC
Lazio,Italy,13*,41.9,12.5,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Microsoft Corporation,Microsoft Azure Cloud (germanywestcentral),AS8075 Microsoft Corporation
,,,,,,,,
Ontario,Canada,K1*,45.4,-75.7,America/Toronto,Shared Services Canada,Shared Services Canada,
,,,,,,,,
Quebec,Canada,H4*,45.5,-73.6,America/Toronto,Amazon Technologies Inc,Amazon Technologies Inc,
,,,,,,,,
Michigan,United States,48***,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
Leinster,Ireland,D0*,53.3,-6.3,Europe/Dublin,Microsoft Corporation,Microsoft Azure Cloud (northeurope),AS8075 Microsoft Corporation
Tehran,Iran,,35.7,51.4,Asia/Tehran,Sepanta Communication Development Co. Ltd,Sepanta,AS39074 Sepanta Communication Development Co. Ltd
Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Virginia,United States,20***,39.0,-77.5,America/New_York,Amazon.com,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
Stavropol Kray,Russia,35****,44.0,42.9,Europe/Moscow,"OOO ""Post ltd""","OOO ""Post ltd""","AS12494 OOO ""Post ltd"""
Baden-Wurttemberg,Germany,71***,48.9,9.1,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Shanghai,China,,31.2,121.5,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Antioquia,Colombia,50***,6.2,-75.6,America/Bogota,Edatel S.a. E.S.P,Edatel S.a. E.S.P,AS27695 EDATEL S.A. E.S.P
,,,,,,,,
California,United States,94***,37.4,-122.1,America/Los_Angeles,HP Inc.,HP Inc,
Connecticut,United States,64**,41.6,-72.7,America/New_York,Frontier Communications Solutions,LDSL-D Frontier Communications Wallingford - CT,"AS46690 Southern New England Telephone Company and SNET America, Inc."
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Kddi Corporation,WIMAX,AS2516 KDDI CORPORATION
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Dakahlia,Egypt,,31.0,31.4,Africa/Cairo,TE Data,,AS8452 TE-AS
Texas,United States,75***,33.1,-96.7,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
São Paulo,Brazil,13*******,-22.6,-47.4,America/Sao_Paulo,Network Telecomunicacoes S.A.,Network Telecomunicacoes S.A,AS28667 NETWORK TELECOMUNICACOES S.A.
Scotland,United Kingdom,EH*,55.9,-3.2,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
Arizona,United States,85***,33.4,-112.0,America/Phoenix,Input Output Flood LLC,Input Output Flood LLC,AS53755 Input Output Flood LLC
Texas,United States,78***,30.5,-97.7,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
,,,,,,,,
Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
Sichuan,China,,30.3,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
,,,,,,,,
Silesia,Poland,40****,50.3,19.0,Europe/Warsaw,NETIA,,AS12741 Netia SA
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Uusimaa,Finland,21**,60.2,24.8,Europe/Helsinki,NESTE,,
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Giza,Egypt,,30.0,31.2,Africa/Cairo,Etisalat FBB,,AS36992 ETISALAT MISR
Kowloon,Hong Kong,96***,22.3,114.2,Asia/Hong_Kong,"Alibaba (US) Technology Co., Ltd.",Alibaba Cloud LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Maharashtra,India,40****,19.1,72.9,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
Ontario,Canada,M5*,43.6,-79.4,America/Toronto,Google LLC,Google LLC,AS19527 Google LLC
Casablanca-Settat,Morocco,,33.5,-7.6,Africa/Casablanca,Orange Morocco,,AS36925 MEDITELECOM
Tamil Nadu,India,60****,13.1,80.3,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
Lazio,Italy,18*,42.0,12.5,Europe/Rome,Telecom Italia S.p.A,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
,,,,,,,,
Gauteng,South Africa,20**,-26.2,27.9,Africa/Johannesburg,MTN SA,MTN SA,AS12091 MTN SA
,,,,,,,,
Central Singapore,Singapore,,1.3,103.8,Asia/Singapore,Cargill Asia Pacific Holdings Pte Ltd,Cargill Asia Pacific Holdings Pte Ltd,
Shandong,China,26****,36.7,119.2,Asia/Shanghai,China Unicom CHINA169 Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
Alberta,Canada,T6*,53.5,-113.7,America/Edmonton,University of Alberta,University of Alberta,AS3359 University of Alberta
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Plaines Wilhems District,Mauritius,,-20.2,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Anhui,China,,31.9,117.2,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Tokyo,Japan,20******,35.7,139.8,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Bratislava Region,Slovakia,81****,48.2,17.1,Europe/Bratislava,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.
Virginia,United States,20***,39.0,-77.4,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS
Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Gunma,Japan,37******,36.4,139.3,Asia/Tokyo,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED
Colorado,United States,80***,39.8,-105.0,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
New Jersey,United States,88**,40.4,-74.5,America/New_York,Verizon Business,Verizon Online LLC,AS701 Verizon Business
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Guangdong,China,,22.6,114.1,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Florida,United States,32***,28.7,-81.4,America/New_York,AT&T Global Network Services,"AT&T Global Network Services, LLC",
Massachusetts,United States,24**,42.4,-71.2,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,
Missouri,United States,65***,37.6,-93.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
Massachusetts,United States,21**,42.4,-71.1,America/New_York,Massachusetts Institute of Technology,Massachusetts Institute of Technology,AS3 Massachusetts Institute of Technology
Utah,United States,84***,40.4,-111.8,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC"
,,,,,,,,
Taipei,Taiwan,,24.9,121.3,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
Arkansas,United States,72***,34.7,-92.3,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Arkansas,United States,72***,34.8,-92.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Beijing,China,,39.9,116.3,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
New York,United States,10***,40.7,-74.0,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
Buenos Aires F.D.,Argentina,18**,-34.6,-58.4,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
,,,,,,,,
New South Wales,Australia,20**,-33.8,151.2,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
Brussels Capital,Belgium,10**,50.9,4.4,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ōsaka,Japan,53******,34.7,135.5,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Vientiane Prefecture,Laos,,18.0,102.6,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
California,United States,93***,36.7,-121.8,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
Kerala,India,69****,8.6,76.9,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
Beijing,China,10****,39.9,116.4,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Colorado,United States,80***,39.8,-105.0,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
California,United States,94***,37.4,-122.0,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
Moravskoslezsky kraj,Czechia,70****,49.8,18.2,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
Veneto,Italy,30***,45.4,12.3,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
Attica,Greece,,37.9,23.7,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
Kigali,Rwanda,,-2.0,30.1,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
București,Romania,23***,44.4,26.2,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
Missouri,United States,,39.1,-94.6,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Seoul,South Korea,60***,37.5,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Pays de la Loire,France,49***,47.5,-0.5,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Nouvelle-Aquitaine,France,16***,45.6,0.2,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Virginia,United States,24***,37.0,-79.3,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Incheon,South Korea,22*,37.5,126.7,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Jersey,United States,79**,40.7,-74.4,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Utrecht,The Netherlands,36**,52.2,5.0,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
North Holland,The Netherlands,11**,52.5,5.1,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Incheon,South Korea,22*,37.5,126.7,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
North West,Singapore,85****,1.4,103.8,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung,Taiwan,,22.6,120.3,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Florida,United States,33***,25.8,-80.2,America/New_York,colo4jax,AYK Solutions LLC,
Henan,China,45****,34.7,113.6,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,
Tbilisi,Georgia,,41.7,44.8,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
British Columbia,Canada,V2*,53.9,-122.7,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Land Berlin,Germany,14***,52.5,13.3,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Russia,10****,55.7,37.6,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Virginia,United States,22***,38.9,-77.2,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
District of Columbia,United States,56***,38.9,-77.0,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
England,United Kingdom,W1*,51.5,-0.1,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indiana,United States,46***,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Michigan,United States,48***,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,South Korea,13****,37.6,127.0,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Western Province,Sri Lanka,50*,6.9,79.9,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
