Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Zhejiang,China,,29.9,121.6,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
,,,,,,,,
Tokyo,Japan,13******,35.7,139.8,Asia/Tokyo,Internet Initiative Japan,Internet Initiative Japan Inc.,"AS131916 Tokyo Bay Network Co.,Ltd."
Santa Catarina,Brazil,88***,-27.2,-49.1,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Prague,Czechia,12****,50.1,14.4,Europe/Prague,Network of Ignum s.r.o.,Ignum s.r.o.,"AS29134 Webglobe, s.r.o."
Tianjin,China,,39.3,117.4,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
Miranda,Venezuela,,10.5,-66.8,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
Rio de Janeiro,Brazil,,-22.9,-43.2,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
Georgia,United States,30***,33.9,-84.3,America/New_York,AT&T Mobility LLC,AT&T Mobility LLC,
Giza,Egypt,,30.1,31.0,Africa/Cairo,Etisalat Misr,,AS36992 ETISALAT MISR
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,
,,,,,,,,
,,,,,,,,
Budapest,Hungary,10**,47.6,19.1,Europe/Budapest,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.
Boumerdes,Algeria,35***,36.8,3.7,Africa/Algiers,Algerie Telecom,,AS36947 Telecom Algeria
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
New Jersey,United States,79**,40.8,-74.5,America/New_York,AT&T Services,AT&T Worldnet Services,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Ontario,Canada,M5*,43.7,-79.4,America/Toronto,ERX,,
Guangdong,China,,23.1,114.4,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Indiana,United States,46***,39.8,-86.2,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Istanbul,Türkiye,34***,41.0,29.0,Europe/Istanbul,Akamai Technologies,,AS20940 Akamai International B.V.
Chiba,Japan,27******,35.8,139.9,Asia/Tokyo,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation
Alabama,United States,36***,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center
Florida,United States,33***,28.1,-82.4,America/New_York,Verizon Data Services LLC,Verizon Data Services LLC,
Heilongjiang,China,15****,45.8,126.6,Asia/Shanghai,CNC Group CHINA169 Heilongjiang Province Network,,AS4837 CHINA UNICOM China169 Backbone
Seoul,South Korea,45**,37.6,127.0,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
,,,,,,,,
New York,United States,12***,42.6,-73.8,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
New York,United States,10***,40.7,-74.0,America/New_York,MCI,Verizon Business,AS3371 MCI
,,,,,,,,
California,United States,92***,33.9,-117.5,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Kyoto,Japan,60******,35.0,135.8,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Texas,United States,75***,32.8,-96.9,America/Chicago,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc."
Texas,United States,75***,33.0,-96.7,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc."
Ontario,Canada,N4*,43.3,-81.2,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.
New York,United States,12***,42.8,-73.9,America/New_York,Knolls Atomic Power Labratory,Knolls Atomic Power Labratory,
Quebec,Canada,J0*,45.7,-76.0,America/Toronto,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Mexico City,Mexico,98**,19.3,-99.1,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Lagos,Nigeria,,6.4,3.4,Africa/Lagos,MTN NIGERIA Communication limited,MTN Nigeria,AS29465 MTN NIGERIA Communication limited
Federal District,Brazil,70***,-15.8,-47.9,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
California,United States,94***,37.8,-122.4,America/Los_Angeles,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc."
California,United States,94***,37.5,-122.3,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,RM*,51.5,0.1,Europe/London,EE Limited,EEMobile,AS12576 EE Limited
Guangdong,China,,22.6,114.1,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Arizona,United States,85***,32.4,-110.9,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
São Paulo,Brazil,13***,-23.1,-47.2,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Tokyo,Japan,28******,35.7,139.8,Asia/Tokyo,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation
New York,United States,12***,42.7,-73.8,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
,,,,,,,,
Lusaka Province,Zambia,,-15.4,28.3,Africa/Lusaka,Airtel Zambia,,AS37287 Zain Zambia PLC
Georgia,United States,30***,33.7,-84.4,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Amanat Alasimah,Yemen,,15.4,44.2,Asia/Aden,Fiber Grid INC,Fiber Grid,AS37518 Fiber Grid INC
California,United States,95***,37.3,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Wyoming,United States,82***,41.1,-104.8,America/Denver,Microsoft Corporation,Microsoft Azure Cloud (westcentralus),AS8075 Microsoft Corporation
Veneto,Italy,35***,45.3,12.1,Europe/Rome,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Minnesota,United States,55***,44.0,-92.5,America/Chicago,Mayo Foundation Medical Education and Research,Mayo Foundation Medical Education and Research,AS7973 Mayo Foundation for Medical Education and Research
Ohio,United States,43***,40.1,-83.1,America/New_York,Amazon.com,Amazon Technologies Inc. (us-east-2),
São Paulo,Brazil,10**,-23.6,-46.6,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A
,,,,,,,,
Florida,United States,33***,27.9,-82.8,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,
Gyeonggi-do,South Korea,16*,37.3,127.1,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
New Jersey,United States,71**,40.7,-74.2,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Lombardy,Italy,24***,45.6,9.8,Europe/Rome,INTERBUSINESS,,AS3269 Telecom Italia S.p.A.
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
New York,United States,10***,40.7,-74.0,America/New_York,United States Postal Service.,United States Postal Service,
Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
North West,Singapore,85****,1.4,103.8,Asia/Singapore,Huawei International Pte. LTD,,AS136907 HUAWEI CLOUDS
Istanbul,Türkiye,34***,41.0,28.9,Europe/Istanbul,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.
Ankara,Türkiye,60**,40.0,32.8,Europe/Istanbul,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.
North Carolina,United States,28***,35.1,-80.9,America/New_York,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.
Texas,United States,77***,29.7,-95.4,America/Chicago,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc."
Wakayama,Japan,64******,34.4,135.6,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,
Illinois,United States,60***,41.9,-87.9,America/Chicago,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc."
Shanghai,China,,31.2,121.5,Asia/Shanghai,CHINANET,Chinanet,
Tokyo,Japan,15******,35.7,139.7,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc."
California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Jiangxi,China,,28.7,115.9,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE
Uusimaa,Finland,12**,60.3,25.1,Europe/Helsinki,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj
Selangor,Malaysia,63***,2.9,101.7,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
Buenos Aires,Argentina,17**,-36.0,-60.0,America/Argentina/Buenos_Aires,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires
Baden-Wurttemberg,Germany,76***,49.0,8.4,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Western Australia,Australia,60**,-32.0,115.9,Australia/Perth,Telstra Internet,,AS1221 Telstra Corporation Ltd
Baku City,Azerbaijan,,40.4,49.8,Asia/Baku,AZERCELL-LTE,,AS31721 Azercell Telecom Ltd
Taipei City,Taiwan,,25.1,121.5,Asia/Taipei,Asia Pacific On-line Services Inc.,APOL,AS7482 Asia Pacific On-line Service Inc.
England,United Kingdom,EC**,51.5,-0.1,Europe/London,Amazon.com,"Amazon.com, Inc",
,,,,,,,,
Sichuan,China,,30.3,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
,,,,,,,,
California,United States,94***,37.8,-122.0,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
Michigan,United States,48***,42.3,-83.4,America/Detroit,WideOpenWest Finance LLC,Wide Open West,AS12083 WideOpenWest Finance LLC
Taipei City,Taiwan,,25.1,121.5,Asia/Taipei,"Far EasTone Telecommunication Co., Ltd.",FETNET,"AS9674 Far EastTone Telecommunication Co., Ltd."
Michigan,United States,49***,41.9,-85.0,America/Detroit,Charter Communications,Spectrum,AS20115 Charter Communications
Kyiv City,Ukraine,,50.5,30.4,Europe/Kiev,CJSC Ukrainian Mobile Comminications,CJSC Ukrainian Mobile Comminications,
Kansas,United States,66***,39.0,-95.2,America/Chicago,Kansas Research and Education Network,Kansas Research and Education Network,AS2495 Kansas Research and Education Network
North Carolina,United States,27***,35.9,-78.9,America/New_York,IBM,IBM,
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,
Utrecht,The Netherlands,35**,52.1,5.1,Europe/Amsterdam,SURFnet II,SURFnet bv,
,,,,,,,,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Krasnodar Krai,Russia,35****,43.6,39.7,Europe/Moscow,Dmitriy V. Kozmenko,Dmitriy V. Kozmenko,AS47586 Business Svyaz
,,,,,,,,
Ontario,Canada,M4*,43.7,-79.4,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. BAWK,AS812 Rogers Communications Canada Inc.
,,,,,,,,
Australian Capital Territory,Australia,26**,-35.3,149.1,Australia/Sydney,DOIISRATE,,AS17477 Macquarie Telecom
Bangkok,Thailand,10***,13.8,100.5,Asia/Bangkok,Advanced Wireless Network Company Limited,Advanced Wireless Network Company Limited,AS131445 Advance Wireless Network
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,JPNIC,,
Plaines Wilhems District,Mauritius,,-20.2,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
North Carolina,United States,27***,35.9,-78.9,America/New_York,IBM,IBM,
Colorado,United States,80***,39.8,-105.0,America/Denver,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
Santiago Metropolitan,Chile,85*****,-33.4,-70.6,America/Santiago,Claro Chile S.A,Claro Chile S.A,
Texas,United States,77***,29.8,-95.4,America/Chicago,"AT&T Services, Inc.",AT&T IP Team,"AS7018 AT&T Services, Inc."
Beijing,China,,39.9,116.4,Asia/Shanghai,"IDC, China Telecommunications Corporation","ChinaTelecom Group Beijing Ltd, Co","AS23724 IDC, China Telecommunications Corporation"
Tokyo,Japan,10******,35.7,139.7,Asia/Tokyo,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION
Oita,Japan,87******,33.2,131.6,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Oita University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Manitoba,Canada,R2*,49.8,-97.1,America/Winnipeg,Winnipeg Internet Exchange,True North NET,AS393523 Winnipeg Internet Exchange
,,,,,,,,
Central Serbia,Serbia,,44.8,20.4,Europe/Belgrade,BeotelNet-ISP d.o.o,BeotelNet-ISP d.o.o,AS6700 BeotelNet-ISP d.o.o
,,,,,,,,
England,United Kingdom,TW**,51.5,-0.4,Europe/London,Virgin Media,,AS5089 Virgin Media Limited
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Rio de Janeiro,Brazil,20*******,-22.9,-43.2,America/Sao_Paulo,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),"AS16509 Amazon.com, Inc."
São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.
Madhya Pradesh,India,,23.2,77.4,Asia/Kolkata,BHARTI-AIRTEL-LTD-MOBILITY-SERVICES,Bharti Airtel Limited,
,,,,,,,,
Quebec,Canada,H4*,45.5,-73.6,America/Toronto,McGill University,McGill University,AS15318 McGill University
,,,,,,,,
,,,,,,,,
Gauteng,South Africa,18*,-25.7,28.2,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS5713 Telkom SA Ltd.
Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
Tyrol,Austria,65**,47.1,10.6,Europe/Vienna,MYNET,myNET Internet Solutions,AS31543 myNet GmbH
California,United States,95***,38.0,-121.3,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33667 Comcast Cable Communications, LLC"
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kansas,United States,66***,39.1,-95.7,America/Chicago,Cox Communications Inc.,Cox Communications Inc.,AS22773 Cox Communications Inc.
Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Alberta,Canada,T5*,53.5,-113.7,America/Edmonton,TELUS Communications Inc,TELUS-FIBRE-EDTNABXW,AS852 TELUS Communications Inc.
Buenos Aires F.D.,Argentina,18**,-34.6,-58.4,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
California,United States,90***,33.8,-118.0,America/Los_Angeles,Yamaha Motor Corporation,"YAMAHA MOTOR CORPORATION, U.S.A",
Central Region,Uganda,,0.2,32.5,Africa/Kampala,Africell2,Plot 28-30 Clement Hill Road,AS328198 Blue Crane Communications (U) Ltd
,,,,,,,,
England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Texas,United States,77***,29.8,-95.4,America/Chicago,Houston Community College System,Houston Community College System,AS25977 HOUSTON COMMUNITY COLLEGE SYSTEM
Oregon,United States,97***,45.5,-122.7,America/Los_Angeles,BellSouth.net Inc.,Amazon Technologies Inc. (us-west-2),
,,,,,,,,
,,,,,,,,
Zurich,Switzerland,80**,47.4,8.5,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,
Gyeonggi-do,South Korea,14*,37.5,126.8,Asia/Seoul,CJ Hello Co.,HVBucheon,AS17839 LG HelloVision Corp.
,,,,,,,,
New Brunswick,Canada,E7*,46.6,-67.3,America/Moncton,New Brunswick Department of Education and Early Childhood Development,New Brunswick Department of Education,AS17120 New Brunswick Department of Education and Early Childhood Development
Rīga,Latvia,LV*****,56.9,24.1,Europe/Riga,Tele2 Sverige AB,Telephony IC,AS1257 Tele2 Sverige AB
México,Mexico,52***,19.2,-99.6,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus2euap),AS8075 Microsoft Corporation
Hyōgo,Japan,65******,34.7,135.2,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Konan University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Sichuan,China,,30.3,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Ohio,United States,44***,41.1,-81.6,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Limburg,The Netherlands,61**,51.0,5.9,Europe/Amsterdam,DSM,Royal DSM NV,
Illinois,United States,60***,41.9,-87.6,America/Chicago,Chicago Board of Trade,Chicago Board of Trade,
Indiana,United States,46***,39.8,-86.2,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG
Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,Dren,AS668 DoD Network Information Center
,,,,,,,,
Pichincha,Ecuador,,-0.2,-78.5,America/Guayaquil,Telconet S.A,Ecuanet - Corporacion Ecuatoriana De Informacion,AS27947 Telconet S.A
Florida,United States,33***,26.5,-80.1,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
Gävleborg County,Sweden,80****,60.7,17.1,Europe/Stockholm,Microsoft Corporation,Microsoft Azure Cloud (swedencentral),AS8075 Microsoft Corporation
Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,Telstra International Limited,National Technology Development Limited,AS4637 Telstra Global
Shandong,China,26****,36.7,119.2,Asia/Shanghai,China Unicom Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,
La Paz Department,Bolivia,,-16.5,-68.1,America/La_Paz,Telefonica Celular de Bolivia S.A,Telefonica Celular de Bolivia S.A,
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
,,,,,,,,
Saxony,Germany,82**,50.5,12.4,Europe/Berlin,Hetzner Online GmbH,Hetzner,AS24940 Hetzner Online GmbH
Quebec,Canada,H4*,45.5,-73.6,America/Toronto,IBM,IBM,
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
England,United Kingdom,W1*,51.5,-0.1,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Guangdong,China,,23.1,113.3,Asia/Shanghai,Huawei Cloud Service data center,Huawei Cloud Service,AS55990 Huawei Cloud Service data center
,,,,,,,,
Missouri,United States,64***,38.0,-94.1,America/Chicago,Internet Numbers Authority,Internet Numbers Authority,AS15804 The Way Out Company
