City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Minato-ku,Tokyo,Japan,104-0045,36.0,140.0,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Jōyō,Kyoto,Japan,610-0111,35.0,136.0,Asia/Tokyo,"Kintetsu Cable Network Co., Ltd.","Kintetsu Cable Network, Ltd","AS18081 Kintetsu Cable Network Co., Ltd."
,,,,,,,,,
High Wycombe,England,United Kingdom,HP15,52.0,-1.0,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,,
Chiyoda,Tokyo,Japan,100-8111,36.0,140.0,Asia/Tokyo,D-cruise,Toyota Systems Corporation,AS7687 TOYOTA DIGITAL CRUISE.INCORPORATED
Berkeley,California,United States,94704,38.0,-122.0,America/Los_Angeles,BARRA,BARRA,
Lilancun,Guangxi,China,,24.0,109.0,Asia/Shanghai,Chinanet,Chinanet GX,AS4134 CHINANET-BACKBONE
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.
,,,,,,,,,
Seattle,Washington,United States,98111,48.0,-122.0,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
Jefferson City,Missouri,United States,65109,39.0,-92.0,America/Chicago,University of Missouri - dba the Missouri Research and Education Network,Lincoln University,AS2572 University of Missouri - dba the Missouri Research and Education Network (MOREnet)
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Mexico City,Mexico City,Mexico,1120,19.0,-99.0,America/Mexico_City,UNINET,Gestión de direccionamiento UniNet,AS8151 UNINET
,,,,,,,,,
Melbourne,Victoria,Australia,3001,-38.0,145.0,Australia/Melbourne,Uniware Managed Services Pty Ltd,Uniware Managed Services Pty Ltd,AS45601 Uniware Managed Services Pty Ltd
Chattanooga,Tennessee,United States,37403,35.0,-85.0,America/New_York,Peace Communications LLC,Peace Communications LLC,AS6203 Peace Communications LLC
Xiaolou,Guangdong,China,,23.0,114.0,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Jinrongjie,Beijing,China,,40.0,116.0,Asia/Shanghai,CNC Group CncNet,,
North Chungcheong,North Chungcheong,South Korea,28046,37.0,128.0,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Ningbo,Zhejiang,China,,30.0,122.0,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
,,,,,,,,,
Kameido,Tokyo,Japan,136-0071,36.0,140.0,Asia/Tokyo,Internet Initiative Japan,Internet Initiative Japan Inc.,"AS131916 Tokyo Bay Network Co.,Ltd."
Ribeirao do Ouro,Santa Catarina,Brazil,88370,-27.0,-49.0,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Prague,Prague,Czechia,120 00,50.0,14.0,Europe/Prague,Network of Ignum s.r.o.,Ignum s.r.o.,"AS29134 Webglobe, s.r.o."
Tianjin,Tianjin,China,,39.0,117.0,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
Caracas,Miranda,Venezuela,,10.0,-67.0,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
Sao Cristovao,Rio de Janeiro,Brazil,,-23.0,-43.0,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
Atlanta,Georgia,United States,30319,34.0,-84.0,America/New_York,AT&T Mobility LLC,AT&T Mobility LLC,
Ash-Shaykh Zayid,Giza,Egypt,,30.0,31.0,Africa/Cairo,Etisalat Misr,,AS36992 ETISALAT MISR
Chiyoda,Tokyo,Japan,100-0001,36.0,140.0,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,
,,,,,,,,,
,,,,,,,,,
Budapest,Budapest,Hungary,1013,48.0,19.0,Europe/Budapest,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.
Boumerdes,Boumerdes,Algeria,35000,37.0,4.0,Africa/Algiers,Algerie Telecom,,AS36947 Telecom Algeria
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Morristown,New Jersey,United States,7962,41.0,-75.0,America/New_York,AT&T Services,AT&T Worldnet Services,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Toronto,Ontario,Canada,M5A,44.0,-79.0,America/Toronto,ERX,,
Huizhou,Guangdong,China,,23.0,114.0,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Indianapolis,Indiana,United States,46285,40.0,-86.0,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Istanbul,Istanbul,Türkiye,34134,41.0,29.0,Europe/Istanbul,Akamai Technologies,,AS20940 Akamai International B.V.
Matsudo,Chiba,Japan,271-0091,36.0,140.0,Asia/Tokyo,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation
Montgomery,Alabama,United States,36114,32.0,-86.0,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS721 DoD Network Information Center
Temple Terrace,Florida,United States,33637,28.0,-82.0,America/New_York,Verizon Data Services LLC,Verizon Data Services LLC,
Harbin,Heilongjiang,China,150000,46.0,127.0,Asia/Shanghai,CNC Group CHINA169 Heilongjiang Province Network,,AS4837 CHINA UNICOM China169 Backbone
Seoul,Seoul,South Korea,4524,38.0,127.0,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
,,,,,,,,,
Albany,New York,United States,12209,43.0,-74.0,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
New York,New York,United States,10123,41.0,-74.0,America/New_York,MCI,Verizon Business,AS3371 MCI
,,,,,,,,,
Corona,California,United States,92879,34.0,-118.0,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Kyoto,Kyoto,Japan,602-8051,35.0,136.0,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Dallas,Texas,United States,75247,33.0,-97.0,America/Chicago,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc."
Richardson,Texas,United States,75082,33.0,-97.0,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc."
St. Marys,Ontario,Canada,N4X,43.0,-81.0,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. MTMC,AS812 Rogers Communications Canada Inc.
Schenectady,New York,United States,12301,43.0,-74.0,America/New_York,Knolls Atomic Power Labratory,Knolls Atomic Power Labratory,
Sainte-Cecile-de-Masham,Quebec,Canada,J0X,46.0,-76.0,America/Toronto,Cogeco Connexion inc,Cogeco Connexion inc,AS11290 Cogeco Connexion inc
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Iztapalapa,Mexico City,Mexico,9830,19.0,-99.0,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Lagos,Lagos,Nigeria,,6.0,3.0,Africa/Lagos,MTN NIGERIA Communication limited,MTN Nigeria,AS29465 MTN NIGERIA Communication limited
Brasília,Federal District,Brazil,70640,-16.0,-48.0,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
San Francisco,California,United States,94133,38.0,-122.0,America/Los_Angeles,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc."
Redwood City,California,United States,94065,38.0,-122.0,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Dagenham,England,United Kingdom,RM8,52.0,0.0,Europe/London,EE Limited,EEMobile,AS12576 EE Limited
Shenzhen,Guangdong,China,,23.0,114.0,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Tucson,Arizona,United States,85737,32.0,-111.0,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
Indaiatuba,São Paulo,Brazil,13330,-23.0,-47.0,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Chiyoda,Tokyo,Japan,289-2605,36.0,140.0,Asia/Tokyo,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation
Albany,New York,United States,12208,43.0,-74.0,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
,,,,,,,,,
Lusaka,Lusaka Province,Zambia,,-15.0,28.0,Africa/Lusaka,Airtel Zambia,,AS37287 Zain Zambia PLC
Atlanta,Georgia,United States,30334,34.0,-84.0,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Sanaa,Amanat Alasimah,Yemen,,15.0,44.0,Asia/Aden,Fiber Grid INC,Fiber Grid,AS37518 Fiber Grid INC
Cupertino,California,United States,95014,37.0,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Cheyenne,Wyoming,United States,82001,41.0,-105.0,America/Denver,Microsoft Corporation,Microsoft Azure Cloud (westcentralus),AS8075 Microsoft Corporation
Codevigo,Veneto,Italy,35020,45.0,12.0,Europe/Rome,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Rochester,Minnesota,United States,55901,44.0,-92.0,America/Chicago,Mayo Foundation Medical Education and Research,Mayo Foundation Medical Education and Research,AS7973 Mayo Foundation for Medical Education and Research
Dublin,Ohio,United States,43017,40.0,-83.0,America/New_York,Amazon.com,Amazon Technologies Inc. (us-east-2),
São Paulo,São Paulo,Brazil,1000,-24.0,-47.0,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A
,,,,,,,,,
Seminole,Florida,United States,33776,28.0,-83.0,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Yongin-si,Gyeonggi-do,South Korea,169,37.0,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Newark,New Jersey,United States,7175,41.0,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Martinengo,Lombardy,Italy,24057,46.0,10.0,Europe/Rome,INTERBUSINESS,,AS3269 Telecom Italia S.p.A.
Monroe,Louisiana,United States,71203,33.0,-92.0,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
New York,New York,United States,10123,41.0,-74.0,America/New_York,United States Postal Service.,United States Postal Service,
Taipei,Taiwan,Taiwan,,25.0,122.0,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
Singapore,North West,Singapore,858877,1.0,104.0,Asia/Singapore,Huawei International Pte. LTD,,AS136907 HUAWEI CLOUDS
Istanbul,Istanbul,Türkiye,34010,41.0,29.0,Europe/Istanbul,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.
Ankara,Ankara,Türkiye,6010,40.0,33.0,Europe/Istanbul,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.
Charlotte,North Carolina,United States,28273,35.0,-81.0,America/New_York,Flexential Colorado Corp.,Flexential Colorado Corp,AS13649 Flexential Colorado Corp.
Houston,Texas,United States,77006,30.0,-95.0,America/Chicago,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc."
Deto,Wakayama,Japan,648-0081,34.0,136.0,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Minato-ku,Tokyo,Japan,105-0012,36.0,140.0,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,
Elmhurst,Illinois,United States,60126,42.0,-88.0,America/Chicago,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc."
Pudong,Shanghai,China,,31.0,122.0,Asia/Shanghai,CHINANET,Chinanet,
Tokyo,Tokyo,Japan,150-0002,36.0,140.0,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc."
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Taohua,Jiangxi,China,,29.0,116.0,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE
Vantaa,Uusimaa,Finland,1200,60.0,25.0,Europe/Helsinki,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj
Cyberjaya,Selangor,Malaysia,63100,3.0,102.0,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
Buenos Aires,Buenos Aires,Argentina,1772,-36.0,-60.0,America/Argentina/Buenos_Aires,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires
Karlsruhe,Baden-Wurttemberg,Germany,76131,49.0,8.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Perth,Western Australia,Australia,6000,-32.0,116.0,Australia/Perth,Telstra Internet,,AS1221 Telstra Corporation Ltd
Baku,Baku City,Azerbaijan,,40.0,50.0,Asia/Baku,AZERCELL-LTE,,AS31721 Azercell Telecom Ltd
Taipei,Taipei City,Taiwan,,25.0,122.0,Asia/Taipei,Asia Pacific On-line Services Inc.,APOL,AS7482 Asia Pacific On-line Service Inc.
London,England,United Kingdom,EC1N,52.0,-0.0,Europe/London,Amazon.com,"Amazon.com, Inc",
,,,,,,,,,
Muping,Sichuan,China,,30.0,103.0,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
,,,,,,,,,
San Ramon,California,United States,94583,38.0,-122.0,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
Westland,Michigan,United States,48185,42.0,-83.0,America/Detroit,WideOpenWest Finance LLC,Wide Open West,AS12083 WideOpenWest Finance LLC
Taipei,Taipei City,Taiwan,,25.0,122.0,Asia/Taipei,"Far EasTone Telecommunication Co., Ltd.",FETNET,"AS9674 Far EastTone Telecommunication Co., Ltd."
Coldwater,Michigan,United States,49036,42.0,-85.0,America/Detroit,Charter Communications,Spectrum,AS20115 Charter Communications
Kyiv,Kyiv City,Ukraine,,50.0,30.0,Europe/Kiev,CJSC Ukrainian Mobile Comminications,CJSC Ukrainian Mobile Comminications,
Lawrence,Kansas,United States,66044,39.0,-95.0,America/Chicago,Kansas Research and Education Network,Kansas Research and Education Network,AS2495 Kansas Research and Education Network
Durham,North Carolina,United States,27709,36.0,-79.0,America/New_York,IBM,IBM,
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,,
Utrecht,Utrecht,The Netherlands,3512,52.0,5.0,Europe/Amsterdam,SURFnet II,SURFnet bv,
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Sochi,Krasnodar Krai,Russia,354054,44.0,40.0,Europe/Moscow,Dmitriy V. Kozmenko,Dmitriy V. Kozmenko,AS47586 Business Svyaz
,,,,,,,,,
Toronto,Ontario,Canada,M4S,44.0,-79.0,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. BAWK,AS812 Rogers Communications Canada Inc.
,,,,,,,,,
Canberra,Australian Capital Territory,Australia,2601,-35.0,149.0,Australia/Sydney,DOIISRATE,,AS17477 Macquarie Telecom
Ratchathewi,Bangkok,Thailand,10400,14.0,101.0,Asia/Bangkok,Advanced Wireless Network Company Limited,Advanced Wireless Network Company Limited,AS131445 Advance Wireless Network
Chiyoda,Tokyo,Japan,100-8111,36.0,140.0,Asia/Tokyo,JPNIC,,
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.0,57.0,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Durham,North Carolina,United States,27709,36.0,-79.0,America/New_York,IBM,IBM,
Denver,Colorado,United States,80294,40.0,-105.0,America/Denver,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
Huechuraba,Santiago Metropolitan,Chile,8580000,-33.0,-71.0,America/Santiago,Claro Chile S.A,Claro Chile S.A,
Houston,Texas,United States,77002,30.0,-95.0,America/Chicago,"AT&T Services, Inc.",AT&T IP Team,"AS7018 AT&T Services, Inc."
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,"IDC, China Telecommunications Corporation","ChinaTelecom Group Beijing Ltd, Co","AS23724 IDC, China Telecommunications Corporation"
Roppongi,Tokyo,Japan,106-0031,36.0,140.0,Asia/Tokyo,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION
Ōita,Oita,Japan,870-0831,33.0,132.0,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Oita University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Winnipeg,Manitoba,Canada,R2M,50.0,-97.0,America/Winnipeg,Winnipeg Internet Exchange,True North NET,AS393523 Winnipeg Internet Exchange
,,,,,,,,,
Belgrade,Central Serbia,Serbia,,45.0,20.0,Europe/Belgrade,BeotelNet-ISP d.o.o,BeotelNet-ISP d.o.o,AS6700 BeotelNet-ISP d.o.o
,,,,,,,,,
Hounslow,England,United Kingdom,TW14,51.0,-0.0,Europe/London,Virgin Media,,AS5089 Virgin Media Limited
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Rio de Janeiro,Rio de Janeiro,Brazil,20000-000,-23.0,-43.0,America/Sao_Paulo,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),"AS16509 Amazon.com, Inc."
São Paulo,São Paulo,Brazil,01000-000,-24.0,-47.0,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.
Bhopal,Madhya Pradesh,India,,23.0,77.0,Asia/Kolkata,BHARTI-AIRTEL-LTD-MOBILITY-SERVICES,Bharti Airtel Limited,
,,,,,,,,,
Montreal,Quebec,Canada,H4X,46.0,-74.0,America/Toronto,McGill University,McGill University,AS15318 McGill University
,,,,,,,,,
,,,,,,,,,
Pretoria,Gauteng,South Africa,183,-26.0,28.0,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS5713 Telkom SA Ltd.
Stuttgart,Baden-Wurttemberg,Germany,70327,49.0,9.0,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
Landeck,Tyrol,Austria,6500,47.0,11.0,Europe/Vienna,MYNET,myNET Internet Solutions,AS31543 myNet GmbH
Stockton,California,United States,95209,38.0,-121.0,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33667 Comcast Cable Communications, LLC"
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Stuttgart,Baden-Wurttemberg,Germany,70327,49.0,9.0,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Topeka,Kansas,United States,66606,39.0,-96.0,America/Chicago,Cox Communications Inc.,Cox Communications Inc.,AS22773 Cox Communications Inc.
Seongnam-si,Gyeonggi-do,South Korea,13606,37.0,127.0,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Edmonton,Alberta,Canada,T5T,54.0,-114.0,America/Edmonton,TELUS Communications Inc,TELUS-FIBRE-EDTNABXW,AS852 TELUS Communications Inc.
Palermo,Buenos Aires F.D.,Argentina,1870,-35.0,-58.0,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
Cypress,California,United States,90630,34.0,-118.0,America/Los_Angeles,Yamaha Motor Corporation,"YAMAHA MOTOR CORPORATION, U.S.A",
Kajansi,Central Region,Uganda,,0.0,33.0,Africa/Kampala,Africell2,Plot 28-30 Clement Hill Road,AS328198 Blue Crane Communications (U) Ltd
,,,,,,,,,
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Houston,Texas,United States,77007,30.0,-95.0,America/Chicago,Houston Community College System,Houston Community College System,AS25977 HOUSTON COMMUNITY COLLEGE SYSTEM
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,BellSouth.net Inc.,Amazon Technologies Inc. (us-west-2),
,,,,,,,,,
,,,,,,,,,
Zurich,Zurich,Switzerland,8070,47.0,9.0,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,
Bucheon-si,Gyeonggi-do,South Korea,146,37.0,127.0,Asia/Seoul,CJ Hello Co.,HVBucheon,AS17839 LG HelloVision Corp.
