City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Kigali,Kigali,Rwanda,,-2.0,30.0,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
Bucharest,București,Romania,23482,44.0,26.0,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
Kansas City,Missouri,United States,,39.0,-95.0,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Gangnam-gu,Seoul,South Korea,60,38.0,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Angers,Pays de la Loire,France,49100,47.0,-1.0,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Angoulême,Nouvelle-Aquitaine,France,16000,46.0,0.0,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Gretna,Virginia,United States,24557,37.0,-79.0,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Seo-gu,Incheon,South Korea,227,38.0,127.0,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Providence,New Jersey,United States,7974,41.0,-74.0,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Breukelen,Utrecht,The Netherlands,3621,52.0,5.0,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Volendam,North Holland,The Netherlands,1131,52.0,5.0,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Monroe,Louisiana,United States,71203,33.0,-92.0,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Minato-ku,Tokyo,Japan,105-0012,36.0,140.0,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Seo-gu,Incheon,South Korea,228,38.0,127.0,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Limited,Microsoft Limited,
Singapore,North West,Singapore,858877,1.0,104.0,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung City,Kaohsiung,Taiwan,,23.0,120.0,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,,
Miami,Florida,United States,33132,26.0,-80.0,America/New_York,colo4jax,AYK Solutions LLC,
Zhengzhou,Henan,China,450000,35.0,114.0,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,,
Tbilisi,Tbilisi,Georgia,,42.0,45.0,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
Prince George,British Columbia,Canada,V2L,54.0,-123.0,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Chiyoda,Tokyo,Japan,100-0001,36.0,140.0,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Berlin,Land Berlin,Germany,14195,52.0,13.0,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Moscow,Russia,101194,56.0,38.0,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Seattle,Washington,United States,98108,48.0,-122.0,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
McLean,Virginia,United States,22102,39.0,-77.0,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
Washington,District of Columbia,United States,56972,39.0,-77.0,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indianapolis,Indiana,United States,46204,40.0,-86.0,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Ann Arbor,Michigan,United States,48108,42.0,-84.0,America/Detroit,Merit Network Inc.,Merit Network Inc,
Minato-ku,Tokyo,Japan,104-0045,36.0,140.0,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,Seoul,South Korea,136792,38.0,127.0,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Colombo,Western Province,Sri Lanka,500,7.0,80.0,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
Northampton,Pennsylvania,United States,18067,41.0,-75.0,America/New_York,RCN,RCN Corporation,AS6079 RCN
Cleveland,Ohio,United States,44192,41.0,-82.0,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Shenzhen,Guangdong,China,518000,23.0,114.0,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
Coulsdon,England,United Kingdom,CR5 1DA,51.0,-0.0,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Mooresville,Indiana,United States,46158,40.0,-86.0,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Chiyoda,Tokyo,Japan,100-8111,36.0,140.0,Asia/Tokyo,JAPAN,Japan163,
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
Fremont,California,United States,94536,38.0,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Atlanta,Georgia,United States,30303,34.0,-84.0,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Frankfurt am Main,Hesse,Germany,60313,50.0,9.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Karachi,Sindh,Pakistan,12311,25.0,67.0,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,,
,,,,,,,,,
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
Amsterdam,North Holland,Netherlands,1047,52.0,5.0,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Ashburn,Virginia,United States,20147,39.0,-77.0,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
San Francisco,California,United States,94142,38.0,-122.0,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Pisa,Tuscany,Italy,56127,44.0,10.0,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Frankfurt am Main,Hesse,Germany,60313,50.0,9.0,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
Citrus Heights,California,United States,95610,39.0,-121.0,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,New Taipei,Taiwan,,25.0,122.0,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,New York,United States,10123,41.0,-74.0,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Ashburn,Virginia,United States,20147,39.0,-77.0,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,Dubai,United Arab Emirates,,25.0,55.0,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Dokki,Giza,Egypt,,30.0,31.0,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Yogyakarta,Indonesia,,-8.0,110.0,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Kuvandyk,Orenburg Oblast,Russia,462241,51.0,57.0,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangzhou,Guangdong,China,,23.0,113.0,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Dublin,Leinster,Ireland,D24,53.0,-6.0,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Seattle,Washington,United States,98108,48.0,-122.0,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Redmond,Washington,United States,98052,48.0,-122.0,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Lębork,Pomerania,Poland,84-300,55.0,18.0,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
Grimsby,England,United Kingdom,DN32,54.0,-0.0,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Yongsan-dong,Seoul,South Korea,4371,38.0,127.0,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Ashburn,Virginia,United States,20149,39.0,-77.0,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,,
Durban,KwaZulu-Natal,South Africa,4094,-30.0,31.0,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Xiaolou,Guangdong,China,,23.0,114.0,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Tsing Yi,Kwai Tsing,Hong Kong,,22.0,114.0,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
Jersey City,New Jersey,United States,7302,41.0,-74.0,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
Mooresville,North Carolina,United States,28117,36.0,-81.0,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4X,46.0,-74.0,America/Toronto,IBM,IBM,
Zielona Góra,Lubusz,Poland,65-305,52.0,16.0,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,New York,United States,10110,41.0,-74.0,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Denver,Colorado,United States,80294,40.0,-105.0,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
Amsterdam,North Holland,The Netherlands,1012,52.0,5.0,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Ankara,Türkiye,6090,40.0,33.0,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,,
,,,,,,,,,
Orlando,Florida,United States,32816,29.0,-81.0,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
Kolkata,West Bengal,India,700075,23.0,88.0,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,,
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Châteaubriant,Pays de la Loire,France,44110,48.0,-1.0,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Lachute,Quebec,Canada,J8H,46.0,-74.0,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
Akron,Ohio,United States,44316,41.0,-81.0,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Boston,Massachusetts,United States,2124,42.0,-71.0,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo,Oslo County,Norway,354,60.0,11.0,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Richmond,Kentucky,United States,40475,38.0,-84.0,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shibuya,Tokyo,Japan,150-8307,36.0,140.0,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Guro-gu,Seoul,South Korea,83,37.0,127.0,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indianapolis,Indiana,United States,46285,40.0,-86.0,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
White Cloud,Michigan,United States,49349,44.0,-86.0,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,,
Haidian,Beijing,China,,40.0,116.0,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Windham Center,Maine,United States,4062,44.0,-70.0,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Las Vegas,Nevada,United States,,36.0,-115.0,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,,
Seattle,Washington,United States,98109,48.0,-122.0,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Nanjing,Jiangsu,China,,32.0,119.0,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Troy,Michigan,United States,48084,43.0,-83.0,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Akron,Ohio,United States,44321,41.0,-82.0,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Macon,Georgia,United States,31210,33.0,-84.0,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Ashburn,Virginia,United States,20149,39.0,-77.0,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,,
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,HP Inc.,HP Inc,
La Rochelle,Nouvelle-Aquitaine,France,17000,46.0,-1.0,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Gangbuk-gu,Seoul,South Korea,10,38.0,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Alcamo,Sicily,Italy,91011,38.0,13.0,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
Los Angeles,California,United States,90060,34.0,-118.0,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.0,57.0,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Dothan,Alabama,United States,36301,31.0,-85.0,America/Chicago,Sprint,Alanet,AS1239 Sprint
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tsing Yi,Kwai Tsing,Hong Kong,,22.0,114.0,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Lithonia,Georgia,United States,30058,34.0,-84.0,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,,
Gryfow Slaski,Lower Silesia,Poland,59-620,51.0,15.0,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Fairfax,Virginia,United States,22030,39.0,-77.0,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
Charlotte,North Carolina,United States,28262,35.0,-81.0,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Durham,North Carolina,United States,27709,36.0,-79.0,America/New_York,IBM,IBM,
Seoul,Seoul,South Korea,4524,38.0,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,,
Plainfield,New Jersey,United States,7060,41.0,-74.0,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
Carlisle,England,United Kingdom,CA2,55.0,-3.0,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,,
Paris,Île-de-France,France,75000,49.0,2.0,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
St. Petersburg,Florida,United States,33714,28.0,-83.0,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Seongnam-si,Gyeonggi-do,South Korea,13606,37.0,127.0,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Raleigh,North Carolina,United States,27668,36.0,-79.0,America/New_York,United States Postal Service.,United States Postal Service,
Jinrongjie,Beijing,China,,40.0,116.0,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
Sacramento,California,United States,95841,39.0,-121.0,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,,
Ski,Akershus,Norway,1406,60.0,11.0,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,Chongqing,China,,30.0,107.0,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Frankfurt am Main,Hesse,Germany,60313,50.0,9.0,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
Chicago,Illinois,United States,60605,42.0,-88.0,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
Pleiku,Gia Lai Province,Vietnam,,14.0,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
,,,,,,,,,
New Taipei,New Taipei,Taiwan,,25.0,122.0,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Vítkov,Moravskoslezsky kraj,Czechia,749 01,50.0,18.0,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
,,,,,,,,,
Moscow,Moscow,Russia,144700,56.0,38.0,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
Beijing,Beijing,China,100000,40.0,116.0,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Dalian,Liaoning,China,,39.0,122.0,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Mazieres-de-Touraine,Centre-Val de Loire,France,37130,47.0,0.0,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
,,,,,,,,,
Monroe,Louisiana,United States,71203,33.0,-92.0,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Haidian,Beijing,China,,40.0,116.0,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Moscow,Moscow,Russia,144700,56.0,38.0,Europe/Moscow,VLANT,,
Cupertino,California,United States,95014,37.0,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Mexico City,Mexico City,Mexico,5120,19.0,-99.0,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Taldom,Moscow Oblast,Russia,141900,57.0,38.0,Europe/Moscow,Okno-TV LLC,Okno-TV Ltd.,AS61396 Okno-TV LLC
Taipei,Taiwan,Taiwan,,25.0,122.0,Asia/Taipei,Chung Hwa Zi An International Co,"Chung Hwa Zi An International Co., Limited",
Chicago,Illinois,United States,60602,42.0,-88.0,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
New York,New York,United States,10123,41.0,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,,
Madrid,Madrid,Spain,28085,40.0,-4.0,Europe/Madrid,ITL LLC,"SIA ""Singularity Telecom""",AS59729 ITL LLC
Cincinnati,Ohio,United States,45201,39.0,-85.0,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company
Singapore,North West,Singapore,858877,1.0,104.0,Asia/Singapore,Asia Pacific Network Information Center,"Asia Pacific Network Information Center, Pty. Ltd",
Ewirgol,Xinjiang,China,,43.0,88.0,Asia/Urumqi,China Telecom,Chinanet XJ,AS140553 CHINATELECOM XINJIANG province Shengji 5G network
Dexter,New York,United States,13634,44.0,-76.0,America/New_York,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc
,,,,,,,,,
Detroit,Michigan,United States,48265,42.0,-83.0,America/Detroit,General Motors LLC,General Motors LLC,
Palermo,Sicily,Italy,90146,38.0,13.0,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
São Paulo,São Paulo,Brazil,68515,-24.0,-47.0,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda
Shenyang,Liaoning,China,,42.0,123.0,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Birmingham,Alabama,United States,35209,33.0,-87.0,America/Chicago,AT&T Corp.,Charter Comms - BHM,AS6389 AT&T Corp.
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4X,46.0,-74.0,America/Toronto,Microsoft Corporation,Microsoft Corporation,
Durban,KwaZulu-Natal,South Africa,3630,-30.0,31.0,Africa/Johannesburg,Telkom SA Ltd,Telkom Internet Broadband 105,AS37457 Telkom SA Ltd.
Vilnius,Vilnius,Lithuania,8126,55.0,25.0,Europe/Vilnius,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB"
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Newark,New Jersey,United States,7102,41.0,-74.0,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Longueuil,Quebec,Canada,J4K,46.0,-74.0,America/Toronto,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada
Detroit,Michigan,United States,48202,42.0,-83.0,America/Detroit,Merit Network Inc.,Wayne State University,AS237 Merit Network Inc.
Steinbach,Manitoba,Canada,R5G,50.0,-97.0,America/Winnipeg,Bell Canada,Bell Canada,AS7122 Bell Canada
Regina,Saskatchewan,Canada,S4V,50.0,-105.0,America/Regina,University of Regina,University of Regina,AS26206 University of Regina
Chiyoda,Tokyo,Japan,100-0001,36.0,140.0,Asia/Tokyo,Anpple Tech Enterprise,,AS133847 Anpple Tech Enterprise
Kansas City,Missouri,United States,64117,39.0,-95.0,America/Chicago,Cerner Corporation,Cerner Corporation,
São Paulo,São Paulo,Brazil,1000,-24.0,-47.0,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
